		Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
SGI75460104	87	ABCD1P3	0.0	ABCD1P3	0.0
SGI75460104	88	ABCD1P4	0.0	ABCD1P4	0.0
SGI75460104	89	ABCD1P5	0.0	ABCD1P5	0.0
SGI75460104	90	ABCD2	0.089428	ABCD2	0.124552
SGI75460104	91	ABCD3	0.111499	ABCD3	0.106088
SGI75460104	92	ABCD4	0.039864	ABCD4	0.0
SGI75460104	93	ABCE1	0.392772	ABCE1	0.7069230000000001
SGI75460104	94	ABCF1	0.004456	ABCF1	0.218791
SGI75460104	95	ABCF2	0.127148	ABCF2	0.147707
SGI75460104	96	ABCF2-H2BK1	0.002458	ABCF2-H2BK1	0.003968
SGI75460104	97	ABCF2P1	0.0	ABCF2P1	0.016839
SGI75460104	98	ABCF2P2	0.0	ABCF2P2	0.0
SGI75460104	99	ABCF3	0.142055	ABCF3	0.164976
SGI75460104	100	ABCG1	0.015047	ABCG1	0.020955
SGI75460104	101	ABCG2	0.082628	ABCG2	0.117284
SGI75460104	102	ABCG4	0.0	ABCG4	0.0
SGI75460104	103	ABCG5	0.0	ABCG5	0.0
SGI75460104	104	ABCG8	6.3e-05	ABCG8	0.00046
SGI75460104	105	ABHD1	0.0	ABHD1	0.0
SGI75460104	106	ABHD10	0.111248	ABHD10	0.168761
SGI75460104	107	ABHD11	0.035605	ABHD11	0.045861
SGI75460104	108	ABHD11-AS1	0.0	ABHD11-AS1	0.0
SGI75460104	109	ABHD12	0.070686	ABHD12	0.09912
SGI75460104	110	ABHD12B	0.0	ABHD12B	0.0
SGI75460104	111	ABHD13	0.049008	ABHD13	0.070764
SGI75460104	112	ABHD14A	0.0	ABHD14A	0.004842
SGI75460104	113	ABHD14A-ACY1	0.0	ABHD14A-ACY1	0.025536
SGI75460104	114	ABHD14B	0.532214	ABHD14B	0.849735
SGI75460104	115	ABHD15	0.06626	ABHD15	0.16068
SGI75460104	116	ABHD16A	0.005866	ABHD16A	0.132766
SGI75460104	117	ABHD16B	0.0	ABHD16B	0.0
SGI75460104	118	ABHD17A	0.413864	ABHD17A	0.549334
SGI75460104	119	ABHD17AP1	0.059055	ABHD17AP1	0.0
SGI75460104	120	ABHD17AP3	0.0	ABHD17AP3	0.0
SGI75460104	121	ABHD17AP4	0.027815	ABHD17AP4	0.005064
SGI75460104	122	ABHD17AP5	0.016856	ABHD17AP5	0.0
SGI75460104	123	ABHD17AP6	0.068292	ABHD17AP6	0.060309
SGI75460104	124	ABHD17AP7	0.0	ABHD17AP7	0.0
SGI75460104	125	ABHD17AP8	0.0	ABHD17AP8	0.0
SGI75460104	126	ABHD17AP9	0.0	ABHD17AP9	0.0
SGI75460104	127	ABHD17B	0.319887	ABHD17B	0.5056039999999999
SGI75460104	128	ABHD17C	0.00099	ABHD17C	0.005692
SGI75460104	129	ABHD18	0.233066	ABHD18	0.272076
SGI75460104	130	ABHD2	0.331628	ABHD2	0.492211
SGI75460104	131	ABHD3	0.185916	ABHD3	0.259294
SGI75460104	132	ABHD4	0.111254	ABHD4	0.183842
SGI75460104	133	ABHD5	0.326029	ABHD5	0.415343
SGI75460104	134	ABHD6	0.088213	ABHD6	0.130388
SGI75460104	135	ABHD8	0.026765	ABHD8	0.041575
SGI75460104	136	ABI1	1.904436	ABI1	2.578157
SGI75460104	137	ABI1P1	0.0	ABI1P1	0.0
SGI75460104	138	ABI2	0.182671	ABI2	0.261349
SGI75460104	139	ABI3	0.674921	ABI3	1.048409
SGI75460104	140	ABI3BP	0.0	ABI3BP	0.0
SGI75460104	141	ABITRAM	0.162859	ABITRAM	0.233724
SGI75460104	142	ABITRAMP1	0.0	ABITRAMP1	0.0
SGI75460104	143	ABL1	0.008183	ABL1	0.024752
SGI75460104	144	ABL2	0.044285	ABL2	0.058513
SGI75460104	145	ABLIM1	0.854372	ABLIM1	1.466466
SGI75460104	146	ABLIM2	0.0	ABLIM2	0.0
SGI75460104	147	ABLIM3	1.007707	ABLIM3	1.446278
SGI75460104	148	ABO	0.061909	ABO	0.045959
SGI75460104	149	ABR	0.079798	ABR	0.125374
SGI75460104	150	ABRA	0.00218	ABRA	0.003037
SGI75460104	151	ABRACL	2.570832	ABRACL	3.667589
SGI75460104	152	ABRAXAS1	0.22162	ABRAXAS1	0.39218
SGI75460104	153	ABRAXAS2	0.314335	ABRAXAS2	0.449209
SGI75460104	154	ABT1	0.055387	ABT1	0.066941
SGI75460104	155	ABT1P1	0.0	ABT1P1	0.0
SGI75460104	156	ABTB1	2.123987	ABTB1	3.004166
SGI75460104	157	ABTB2	0.001889	ABTB2	0.006046
SGI75460104	158	ACAA1	0.554716	ACAA1	0.831085
SGI75460104	159	ACAA2	0.306938	ACAA2	0.321238
SGI75460104	160	ACAA2P1	0.0	ACAA2P1	0.0
SGI75460104	161	ACACA	0.020477	ACACA	0.031939
SGI75460104	162	ACACB	0.010374	ACACB	0.0
SGI75460104	163	ACAD10	0.004036	ACAD10	0.006605
SGI75460104	164	ACAD11	0.005467	ACAD11	0.019198
SGI75460104	165	ACAD8	0.127176	ACAD8	0.141178
SGI75460104	166	ACAD9	0.130589	ACAD9	0.174922
SGI75460104	167	ACADL	0.0	ACADL	0.0
SGI75460104	168	ACADM	0.230244	ACADM	0.999787
SGI75460104	169	ACADS	0.049166	ACADS	0.072889
SGI75460104	170	ACADSB	0.01873	ACADSB	0.082719
SGI75460104	171	ACADVL	0.800372	ACADVL	1.20249
SGI75460104	172	ACAN	0.0	ACAN	0.0
SGI75460104	173	ACAP1	0.0	ACAP1	0.483311
SGI75460104	174	ACAP2	0.821651	ACAP2	1.180247
SGI75460104	175	ACAP3	0.035917	ACAP3	0.040019
SGI75460104	176	ACAT1	0.092474	ACAT1	0.17782
SGI75460104	177	ACAT2	0.015892	ACAT2	0.035695
SGI75460104	178	ACBD3	0.3862279999999999	ACBD3	0.7028099999999999
SGI75460104	179	ACBD3-AS1	0.002164	ACBD3-AS1	0.0
SGI75460104	180	ACBD4	0.022048	ACBD4	0.014124
SGI75460104	181	ACBD5	0.117238	ACBD5	0.160218
SGI75460104	182	ACBD6	0.803124	ACBD6	1.099529
SGI75460104	183	ACBD7	0.002232	ACBD7	0.003353
SGI75460104	184	ACBD7-DCLRE1CP1	0.0	ACBD7-DCLRE1CP1	0.0
SGI75460104	185	ACCS	0.05431	ACCS	0.081457
SGI75460104	186	ACCSL	0.0	ACCSL	0.0
SGI75460104	187	ACD	0.061633	ACD	0.047364
SGI75460104	188	ACE	0.017675	ACE	0.026179
SGI75460104	189	ACE2	0.000121	ACE2	0.003253
SGI75460104	190	ACE3P	0.0	ACE3P	0.0
SGI75460104	191	ACER1	0.0	ACER1	0.0
SGI75460104	192	ACER2	0.250945	ACER2	0.369913
SGI75460104	193	ACER2P1	0.020112	ACER2P1	0.0
SGI75460104	194	ACER3	0.08686	ACER3	0.107649
SGI75460104	195	ACHE	0.135592	ACHE	0.184144
SGI75460104	196	ACIN1	0.558078	ACIN1	0.753224
SGI75460104	197	ACKR1	0.20088	ACKR1	0.278755
SGI75460104	198	ACKR2	7.8e-05	ACKR2	0.011943
SGI75460104	199	ACKR3	0.0	ACKR3	0.0
SGI75460104	200	ACKR4	0.0	ACKR4	0.000453
SGI75460104	201	ACKR4P1	0.0	ACKR4P1	0.0
SGI75460104	202	ACLY	0.265597	ACLY	0.422117
SGI75460104	203	ACMSD	0.0	ACMSD	0.0
SGI75460104	204	ACNATP	0.0	ACNATP	0.0
SGI75460104	205	ACO1	0.024287	ACO1	0.027619
SGI75460104	206	ACO2	0.017582	ACO2	0.034335
SGI75460104	207	ACOD1	0.0	ACOD1	0.0
SGI75460104	208	ACOT1	0.066077	ACOT1	0.0
SGI75460104	209	ACOT11	0.000512	ACOT11	0.002141
SGI75460104	210	ACOT12	0.0	ACOT12	0.0
SGI75460104	211	ACOT13	0.055486	ACOT13	0.128475
SGI75460104	212	ACOT2	0.026684	ACOT2	0.048191
SGI75460104	213	ACOT4	0.005996	ACOT4	0.008308
SGI75460104	214	ACOT6	0.0	ACOT6	0.000987
SGI75460104	215	ACOT7	0.224297	ACOT7	0.3122189999999999
SGI75460104	216	ACOT8	0.036726	ACOT8	0.0
SGI75460104	217	ACOT9	0.016924	ACOT9	0.078392
SGI75460104	218	ACOX1	0.247889	ACOX1	0.349703
SGI75460104	219	ACOX2	0.0	ACOX2	0.0
SGI75460104	220	ACOX3	0.077239	ACOX3	0.071617
SGI75460104	221	ACOXL	0.0	ACOXL	0.0
SGI75460104	222	ACOXL-AS1	0.0	ACOXL-AS1	0.000549
SGI75460104	223	ACP1	4.631652	ACP1	6.338567
SGI75460104	224	ACP2	0.011034	ACP2	0.025173
SGI75460104	225	ACP3	0.015564	ACP3	0.0
SGI75460104	226	ACP4	0.0	ACP4	0.006801
SGI75460104	227	ACP5	0.105651	ACP5	0.187472
SGI75460104	228	ACP6	0.0	ACP6	0.0
SGI75460104	229	ACP7	0.0	ACP7	0.0
SGI75460104	230	ACR	0.000249	ACR	0.0
SGI75460104	231	ACRBP	1.233205	ACRBP	1.76453
SGI75460104	232	ACRP1	0.001388	ACRP1	0.0
SGI75460104	233	ACRV1	0.0	ACRV1	0.000806
SGI75460104	234	ACSBG1	0.007551	ACSBG1	0.019691
SGI75460104	235	ACSBG2	0.0	ACSBG2	0.0
SGI75460104	236	ACSF2	0.133729	ACSF2	0.014366
SGI75460104	237	ACSF3	0.029868	ACSF3	0.023821
SGI75460104	238	ACSL1	0.781569	ACSL1	1.187513
SGI75460104	239	ACSL3	0.009804	ACSL3	0.023221
SGI75460104	240	ACSL4	0.547879	ACSL4	0.774632
SGI75460104	241	ACSL5	0.02511	ACSL5	0.036979
SGI75460104	242	ACSL6	0.230897	ACSL6	0.341954
SGI75460104	243	ACSM1	0.0	ACSM1	0.0
SGI75460104	244	ACSM2A	0.008719	ACSM2A	0.0
SGI75460104	245	ACSM2B	0.017518	ACSM2B	0.0
SGI75460104	246	ACSM3	0.1457	ACSM3	0.203581
SGI75460104	247	ACSM4	0.000106	ACSM4	0.004607
SGI75460104	248	ACSM5	0.000248	ACSM5	0.006309
SGI75460104	249	ACSM5P1	0.0	ACSM5P1	0.002608
SGI75460104	250	ACSM6	0.0	ACSM6	0.0
SGI75460104	251	ACSS1	0.18851	ACSS1	0.257777
SGI75460104	252	ACSS2	0.056948	ACSS2	0.052974
SGI75460104	253	ACSS3	0.001965	ACSS3	0.000735
SGI75460104	254	ACTA1	0.000549	ACTA1	0.0
SGI75460104	255	ACTA2	4.2e-05	ACTA2	0.02574
SGI75460104	256	ACTA2-AS1	0.038622	ACTA2-AS1	0.075859
SGI75460104	257	ACTB	123.848151	ACTB	170.66378300000002
SGI75460104	258	ACTBL2	0.0	ACTBL2	0.0
SGI75460104	259	ACTBP1	0.0	ACTBP1	0.0
SGI75460104	260	ACTBP10	0.000503	ACTBP10	0.0
SGI75460104	261	ACTBP11	0.012441	ACTBP11	0.0
SGI75460104	262	ACTBP12	0.0	ACTBP12	0.0
SGI75460104	263	ACTBP14	0.001287	ACTBP14	0.0
SGI75460104	264	ACTBP15	0.006668	ACTBP15	0.0
SGI75460104	265	ACTBP2	0.119903	ACTBP2	0.0
SGI75460104	266	ACTBP3	0.0	ACTBP3	0.0
SGI75460104	267	ACTBP4	0.0	ACTBP4	0.006901
SGI75460104	268	ACTBP6	0.0	ACTBP6	0.0
SGI75460104	269	ACTBP7	0.0	ACTBP7	0.0
SGI75460104	270	ACTBP8	0.0	ACTBP8	0.0
SGI75460104	271	ACTBP9	0.0	ACTBP9	0.00693
SGI75460104	272	ACTC1	0.0	ACTC1	0.0
SGI75460104	273	ACTE1P	0.000526	ACTE1P	0.002654
SGI75460104	274	ACTG1	8.969496000000001	ACTG1	8.100164000000001
SGI75460104	275	ACTG1P1	0.0	ACTG1P1	0.000539
SGI75460104	276	ACTG1P10	0.0	ACTG1P10	0.010243
SGI75460104	277	ACTG1P11	0.0	ACTG1P11	0.0
SGI75460104	278	ACTG1P12	0.0	ACTG1P12	0.0
SGI75460104	279	ACTG1P13	0.0	ACTG1P13	0.0
SGI75460104	280	ACTG1P14	0.0	ACTG1P14	0.0
SGI75460104	281	ACTG1P15	0.0	ACTG1P15	0.0
SGI75460104	282	ACTG1P16	0.0	ACTG1P16	0.0
SGI75460104	283	ACTG1P17	0.001714	ACTG1P17	0.007793
SGI75460104	284	ACTG1P18	0.0	ACTG1P18	0.0
SGI75460104	285	ACTG1P19	0.004076	ACTG1P19	0.0
SGI75460104	286	ACTG1P2	0.0	ACTG1P2	0.0
SGI75460104	287	ACTG1P20	0.0	ACTG1P20	0.024521
SGI75460104	288	ACTG1P21	0.0	ACTG1P21	0.0
SGI75460104	289	ACTG1P22	0.0	ACTG1P22	0.0
SGI75460104	290	ACTG1P23	0.0	ACTG1P23	0.0
SGI75460104	291	ACTG1P24	0.0	ACTG1P24	0.0
SGI75460104	292	ACTG1P25	0.00239	ACTG1P25	0.0
SGI75460104	293	ACTG1P3	0.0	ACTG1P3	0.0
SGI75460104	294	ACTG1P4	0.000133	ACTG1P4	0.0
SGI75460104	295	ACTG1P9	0.0	ACTG1P9	0.0
SGI75460104	296	ACTG2	0.000565	ACTG2	0.005001
SGI75460104	297	ACTL10	0.059296	ACTL10	0.082574
SGI75460104	298	ACTL11P	0.0	ACTL11P	0.074233
SGI75460104	299	ACTL6A	0.192656	ACTL6A	0.37865
SGI75460104	300	ACTL6B	0.0	ACTL6B	0.007073
SGI75460104	301	ACTL7A	0.0	ACTL7A	0.0
SGI75460104	302	ACTL7B	0.0	ACTL7B	0.009344
SGI75460104	303	ACTL8	0.0	ACTL8	0.0
SGI75460104	304	ACTL9	0.0	ACTL9	0.0
SGI75460104	305	ACTN1	1.887775	ACTN1	2.793787
SGI75460104	306	ACTN1-DT	4e-05	ACTN1-DT	0.005459
SGI75460104	307	ACTN2	0.0	ACTN2	0.002024
SGI75460104	308	ACTN3	8e-05	ACTN3	0.0011
SGI75460104	309	ACTN4	0.0	ACTN4	0.5266
SGI75460104	310	ACTN4P1	0.0	ACTN4P1	0.0
SGI75460104	311	ACTP1	0.0	ACTP1	0.0
SGI75460104	312	ACTR10	0.560925	ACTR10	0.932798
SGI75460104	313	ACTR1A	0.515172	ACTR1A	0.649477
SGI75460104	314	ACTR1AP1	0.0	ACTR1AP1	0.0
SGI75460104	315	ACTR1B	0.0	ACTR1B	0.059086
SGI75460104	316	ACTR2	5.994587999999999	ACTR2	8.428432
SGI75460104	317	ACTR3	2.320877	ACTR3	3.292426
SGI75460104	318	ACTR3-AS1	0.007122	ACTR3-AS1	0.017132
SGI75460104	319	ACTR3B	0.07959	ACTR3B	0.1589
SGI75460104	320	ACTR3BP1	0.0	ACTR3BP1	0.0
SGI75460104	321	ACTR3BP2	0.0	ACTR3BP2	0.0
SGI75460104	322	ACTR3BP3	0.0	ACTR3BP3	0.0
SGI75460104	323	ACTR3BP4	0.0	ACTR3BP4	0.0
SGI75460104	324	ACTR3BP5	0.0	ACTR3BP5	0.0
SGI75460104	325	ACTR3BP6	0.0	ACTR3BP6	0.0
SGI75460104	326	ACTR3BP7	0.0	ACTR3BP7	0.0
SGI75460104	327	ACTR3C	0.016043	ACTR3C	0.044701
SGI75460104	328	ACTR3P1	0.0	ACTR3P1	0.0
SGI75460104	329	ACTR3P2	0.0	ACTR3P2	0.0
SGI75460104	330	ACTR3P3	0.0	ACTR3P3	0.0
SGI75460104	331	ACTR5	0.011142	ACTR5	0.043603
SGI75460104	332	ACTR6	0.228135	ACTR6	0.484517
SGI75460104	333	ACTR6P1	0.0	ACTR6P1	0.0
SGI75460104	334	ACTR8	0.258768	ACTR8	0.273187
SGI75460104	335	ACTRT1	0.0	ACTRT1	0.0
SGI75460104	336	ACTRT1P1	0.0	ACTRT1P1	0.0
SGI75460104	337	ACTRT2	0.0	ACTRT2	0.0
SGI75460104	338	ACTRT3	0.0	ACTRT3	0.0
SGI75460104	339	ACVR1	0.233618	ACVR1	0.39371
SGI75460104	340	ACVR1B	0.03636	ACVR1B	0.0633
SGI75460104	341	ACVR1C	0.002818	ACVR1C	0.007231
SGI75460104	342	ACVR2A	0.418742	ACVR2A	0.477222
SGI75460104	343	ACVR2B	0.170283	ACVR2B	0.590712
SGI75460104	344	ACVR2B-AS1	0.0	ACVR2B-AS1	0.0
SGI75460104	345	ACVRL1	0.018641	ACVRL1	0.023118
SGI75460104	346	ACY1	0.001921	ACY1	0.085994
SGI75460104	347	ACY3	0.0	ACY3	0.0
SGI75460104	348	ACYP1	0.010612	ACYP1	0.014652
SGI75460104	349	ACYP2	0.132574	ACYP2	0.299624
SGI75460104	350	ADA	0.008993	ADA	0.014682
SGI75460104	351	ADA2	0.415183	ADA2	0.609181
SGI75460104	352	ADAD1	0.0	ADAD1	0.0
SGI75460104	353	ADAD1P1	0.0	ADAD1P1	0.0
SGI75460104	354	ADAD1P2	0.0	ADAD1P2	0.0
SGI75460104	355	ADAD2	0.0	ADAD2	0.0
SGI75460104	356	ADAL	0.022661	ADAL	0.0
SGI75460104	357	ADAM10	0.104864	ADAM10	0.246642
SGI75460104	358	ADAM11	0.0	ADAM11	0.0
SGI75460104	359	ADAM12	0.005903	ADAM12	0.009701
SGI75460104	360	ADAM15	0.005315	ADAM15	0.007882
SGI75460104	361	ADAM17	0.117484	ADAM17	0.135016
SGI75460104	362	ADAM18	0.000206	ADAM18	6.3e-05
SGI75460104	363	ADAM19	0.256135	ADAM19	0.325406
SGI75460104	364	ADAM1A	0.003106	ADAM1A	0.00204
SGI75460104	365	ADAM1B	0.0	ADAM1B	0.0
SGI75460104	366	ADAM2	0.0	ADAM2	0.0
SGI75460104	367	ADAM20	0.005619	ADAM20	0.010329
SGI75460104	368	ADAM20P1	0.000992	ADAM20P1	0.00123
SGI75460104	369	ADAM20P2	0.0	ADAM20P2	0.0
SGI75460104	370	ADAM20P3	0.0	ADAM20P3	0.0
SGI75460104	371	ADAM21	0.000307	ADAM21	0.004184
SGI75460104	372	ADAM21P1	0.0	ADAM21P1	0.0
SGI75460104	373	ADAM22	0.0	ADAM22	0.0
SGI75460104	374	ADAM23	0.018524	ADAM23	0.0
SGI75460104	375	ADAM24P	0.0	ADAM24P	0.0
SGI75460104	376	ADAM28	0.187517	ADAM28	0.102622
SGI75460104	377	ADAM29	0.0	ADAM29	0.0
SGI75460104	378	ADAM30	0.0	ADAM30	0.0
SGI75460104	379	ADAM32	0.0	ADAM32	0.12066
SGI75460104	380	ADAM33	0.0	ADAM33	0.0
SGI75460104	381	ADAM3A	0.0	ADAM3A	0.000577
SGI75460104	382	ADAM3B	0.0	ADAM3B	0.0
SGI75460104	383	ADAM5	0.000295	ADAM5	0.001931
SGI75460104	384	ADAM6	0.0	ADAM6	0.0
SGI75460104	385	ADAM7	0.000278	ADAM7	0.000234
SGI75460104	386	ADAM7-AS1	0.005248	ADAM7-AS1	0.033193
SGI75460104	387	ADAM7-AS2	0.0	ADAM7-AS2	0.001556
SGI75460104	388	ADAM8	0.591146	ADAM8	0.975553
SGI75460104	389	ADAM9	0.122939	ADAM9	0.184772
SGI75460104	390	ADAMDEC1	0.0	ADAMDEC1	0.000121
SGI75460104	391	ADAMTS1	0.0	ADAMTS1	0.0
SGI75460104	392	ADAMTS10	0.0	ADAMTS10	0.0
SGI75460104	393	ADAMTS12	0.0	ADAMTS12	0.0
SGI75460104	394	ADAMTS13	0.0	ADAMTS13	0.0
SGI75460104	395	ADAMTS14	0.0	ADAMTS14	0.0
SGI75460104	396	ADAMTS15	0.0	ADAMTS15	0.0
SGI75460104	397	ADAMTS16	0.0	ADAMTS16	0.0
SGI75460104	398	ADAMTS16-DT	0.0	ADAMTS16-DT	0.0
SGI75460104	399	ADAMTS17	0.003502	ADAMTS17	0.005886
SGI75460104	400	ADAMTS18	0.0	ADAMTS18	0.0
SGI75460104	401	ADAMTS19	0.0	ADAMTS19	0.0
SGI75460104	402	ADAMTS19-AS1	0.0	ADAMTS19-AS1	0.0
SGI75460104	403	ADAMTS2	0.001817	ADAMTS2	0.0
SGI75460104	404	ADAMTS20	0.0	ADAMTS20	0.0
SGI75460104	405	ADAMTS3	0.0	ADAMTS3	0.0
SGI75460104	406	ADAMTS4	0.005006	ADAMTS4	0.005966
SGI75460104	407	ADAMTS5	0.014523	ADAMTS5	0.021772
SGI75460104	408	ADAMTS6	0.109075	ADAMTS6	0.153937
SGI75460104	409	ADAMTS7	0.0	ADAMTS7	0.0
SGI75460104	410	ADAMTS7P1	0.000109	ADAMTS7P1	0.00078
SGI75460104	411	ADAMTS7P3	0.0	ADAMTS7P3	0.000303
SGI75460104	412	ADAMTS7P4	0.001626	ADAMTS7P4	0.000907
SGI75460104	413	ADAMTS8	0.0	ADAMTS8	0.0
SGI75460104	414	ADAMTS9	0.00258	ADAMTS9	0.0
SGI75460104	415	ADAMTS9-AS1	0.0	ADAMTS9-AS1	0.000569
SGI75460104	416	ADAMTS9-AS2	0.000557	ADAMTS9-AS2	0.003769
SGI75460104	417	ADAMTSL1	0.0	ADAMTSL1	0.001051
SGI75460104	418	ADAMTSL2	0.0	ADAMTSL2	0.0
SGI75460104	419	ADAMTSL3	0.0	ADAMTSL3	0.0
SGI75460104	420	ADAMTSL4	0.024324	ADAMTSL4	0.250698
SGI75460104	421	ADAMTSL4-AS1	0.082105	ADAMTSL4-AS1	0.128583
SGI75460104	422	ADAMTSL5	0.0	ADAMTSL5	0.0
SGI75460104	423	ADAP1	0.049151	ADAP1	0.071152
SGI75460104	424	ADAP2	0.052179	ADAP2	0.0
SGI75460104	425	ADAR	1.056116	ADAR	1.480342
SGI75460104	426	ADARB1	0.117183	ADARB1	0.172772
SGI75460104	427	ADARB2	0.002583	ADARB2	0.004939
SGI75460104	428	ADARB2-AS1	0.0	ADARB2-AS1	0.0
SGI75460104	429	ADAT1	0.046071	ADAT1	0.104746
SGI75460104	430	ADAT2	0.045663	ADAT2	0.06486
SGI75460104	431	ADAT3	0.020441	ADAT3	0.000555
SGI75460104	432	ADCK1	0.028361	ADCK1	0.030768
SGI75460104	433	ADCK2	0.071091	ADCK2	0.072302
SGI75460104	434	ADCK5	0.0	ADCK5	0.0
SGI75460104	435	ADCY1	0.0	ADCY1	0.0
SGI75460104	436	ADCY10	0.0	ADCY10	0.0
SGI75460104	437	ADCY10P1	0.001572	ADCY10P1	0.004111
