		Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
SGI75460105	43	ABCA11P	0.0	ABCA11P	0.0
SGI75460105	44	ABCA12	0.0	ABCA12	0.0
SGI75460105	45	ABCA13	0.008923	ABCA13	0.0
SGI75460105	46	ABCA17P	0.00488	ABCA17P	0.042709
SGI75460105	47	ABCA2	0.016892	ABCA2	0.0
SGI75460105	48	ABCA3	0.004137	ABCA3	0.600206
SGI75460105	49	ABCA3P1	0.0	ABCA3P1	0.0
SGI75460105	50	ABCA4	0.0	ABCA4	0.0
SGI75460105	51	ABCA5	0.012392	ABCA5	0.113085
SGI75460105	52	ABCA6	0.116833	ABCA6	0.179268
SGI75460105	53	ABCA7	0.045508	ABCA7	0.0
SGI75460105	54	ABCA8	0.0	ABCA8	0.0
SGI75460105	55	ABCA9	0.0	ABCA9	0.0
SGI75460105	56	ABCA9-AS1	0.0	ABCA9-AS1	0.001254
SGI75460105	57	ABCB1	0.012279	ABCB1	0.069157
SGI75460105	58	ABCB10	1.38532	ABCB10	1.838204
SGI75460105	59	ABCB10P1	0.00153	ABCB10P1	0.0
SGI75460105	60	ABCB10P3	0.0	ABCB10P3	0.0
SGI75460105	61	ABCB10P4	0.0	ABCB10P4	0.0
SGI75460105	62	ABCB11	0.0	ABCB11	0.0
SGI75460105	63	ABCB4	0.022992	ABCB4	0.0
SGI75460105	64	ABCB5	0.005079	ABCB5	0.087112
SGI75460105	65	ABCB6	0.028284	ABCB6	0.378911
SGI75460105	66	ABCB7	0.004198	ABCB7	0.011567
SGI75460105	67	ABCB8	0.0	ABCB8	0.00195
SGI75460105	68	ABCB9	0.0	ABCB9	0.0
SGI75460105	69	ABCC1	0.0	ABCC1	0.0
SGI75460105	70	ABCC10	0.063401	ABCC10	0.097685
SGI75460105	71	ABCC11	0.0	ABCC11	0.0
SGI75460105	72	ABCC12	0.008063	ABCC12	0.023978
SGI75460105	73	ABCC13	0.011866	ABCC13	0.092616
SGI75460105	74	ABCC2	0.0	ABCC2	0.0
SGI75460105	75	ABCC3	0.016318	ABCC3	0.333014
SGI75460105	76	ABCC4	0.381632	ABCC4	0.42813
SGI75460105	77	ABCC5	0.269485	ABCC5	0.017798
SGI75460105	78	ABCC5-AS1	0.001947	ABCC5-AS1	0.003779
SGI75460105	79	ABCC6	0.0	ABCC6	0.0
SGI75460105	80	ABCC6P1	0.000246	ABCC6P1	0.09732
SGI75460105	81	ABCC6P2	0.0	ABCC6P2	0.0
SGI75460105	82	ABCC8	0.000548	ABCC8	0.024515
SGI75460105	83	ABCC9	0.0	ABCC9	0.0
SGI75460105	84	ABCD1	0.0	ABCD1	0.0
SGI75460105	85	ABCD1P1	0.0	ABCD1P1	0.0
SGI75460105	86	ABCD1P2	0.0	ABCD1P2	0.0
SGI75460105	87	ABCD1P3	0.0	ABCD1P3	0.0
SGI75460105	88	ABCD1P4	0.0	ABCD1P4	0.0
SGI75460105	89	ABCD1P5	0.0	ABCD1P5	0.0
SGI75460105	90	ABCD2	0.0	ABCD2	0.018829
SGI75460105	91	ABCD3	0.167843	ABCD3	0.722674
SGI75460105	92	ABCD4	0.002397	ABCD4	0.0
SGI75460105	93	ABCE1	0.130441	ABCE1	0.299664
SGI75460105	94	ABCF1	0.014364	ABCF1	0.084225
SGI75460105	95	ABCF2	0.029212	ABCF2	0.163124
SGI75460105	96	ABCF2-H2BK1	0.0	ABCF2-H2BK1	0.005958
SGI75460105	97	ABCF2P1	0.0	ABCF2P1	0.0
SGI75460105	98	ABCF2P2	0.0	ABCF2P2	0.0
SGI75460105	99	ABCF3	0.01268	ABCF3	0.0
SGI75460105	100	ABCG1	0.0	ABCG1	0.0
SGI75460105	101	ABCG2	0.358102	ABCG2	0.5129
SGI75460105	102	ABCG4	0.0	ABCG4	0.0
SGI75460105	103	ABCG5	0.0	ABCG5	0.0
SGI75460105	104	ABCG8	0.002486	ABCG8	0.017235
SGI75460105	105	ABHD1	0.0	ABHD1	0.0
SGI75460105	106	ABHD10	0.216489	ABHD10	0.340707
SGI75460105	107	ABHD11	0.0	ABHD11	0.0
SGI75460105	108	ABHD11-AS1	0.0	ABHD11-AS1	0.018318
SGI75460105	109	ABHD12	0.0	ABHD12	0.0
SGI75460105	110	ABHD12B	0.0	ABHD12B	0.0
SGI75460105	111	ABHD13	0.0	ABHD13	0.0
SGI75460105	112	ABHD14A	0.0	ABHD14A	0.0
SGI75460105	113	ABHD14A-ACY1	0.0	ABHD14A-ACY1	0.0
SGI75460105	114	ABHD14B	0.005569	ABHD14B	0.356999
SGI75460105	115	ABHD15	0.00382	ABHD15	0.038301
SGI75460105	116	ABHD16A	0.0	ABHD16A	0.125229
SGI75460105	117	ABHD16B	0.0	ABHD16B	0.0229
SGI75460105	118	ABHD17A	0.572768	ABHD17A	0.0
SGI75460105	119	ABHD17AP1	0.001313	ABHD17AP1	0.0
SGI75460105	120	ABHD17AP3	0.007736	ABHD17AP3	0.031324
SGI75460105	121	ABHD17AP4	0.0	ABHD17AP4	0.0
SGI75460105	122	ABHD17AP5	0.0	ABHD17AP5	0.0
SGI75460105	123	ABHD17AP6	0.019475	ABHD17AP6	0.004501
SGI75460105	124	ABHD17AP7	0.0	ABHD17AP7	0.0
SGI75460105	125	ABHD17AP8	0.0	ABHD17AP8	0.0
SGI75460105	126	ABHD17AP9	0.0	ABHD17AP9	0.0
SGI75460105	127	ABHD17B	0.0	ABHD17B	0.0
SGI75460105	128	ABHD17C	0.00688	ABHD17C	0.223386
SGI75460105	129	ABHD18	0.006543	ABHD18	0.109264
SGI75460105	130	ABHD2	0.132187	ABHD2	0.264268
SGI75460105	131	ABHD3	0.0	ABHD3	0.0
SGI75460105	132	ABHD4	0.012385	ABHD4	0.026922
SGI75460105	133	ABHD5	0.340721	ABHD5	0.530355
SGI75460105	134	ABHD6	0.0	ABHD6	0.0
SGI75460105	135	ABHD8	0.002164	ABHD8	0.217082
SGI75460105	136	ABI1	1.015057	ABI1	1.589643
SGI75460105	137	ABI1P1	0.000285	ABI1P1	0.0
SGI75460105	138	ABI2	0.128249	ABI2	0.231386
SGI75460105	139	ABI3	2.496651	ABI3	3.836312
SGI75460105	140	ABI3BP	0.0	ABI3BP	0.0
SGI75460105	141	ABITRAM	0.047767	ABITRAM	0.0
SGI75460105	142	ABITRAMP1	0.0	ABITRAMP1	0.0
SGI75460105	143	ABL1	0.006384	ABL1	0.282106
SGI75460105	144	ABL2	0.023056	ABL2	0.043799
SGI75460105	145	ABLIM1	0.320651	ABLIM1	0.503329
SGI75460105	146	ABLIM2	0.0	ABLIM2	0.00845
SGI75460105	147	ABLIM3	0.560898	ABLIM3	0.896786
SGI75460105	148	ABO	0.007095	ABO	0.0
SGI75460105	149	ABR	0.010721	ABR	0.061406
SGI75460105	150	ABRA	0.0	ABRA	0.003173
SGI75460105	151	ABRACL	2.794914	ABRACL	4.393482
SGI75460105	152	ABRAXAS1	0.35929	ABRAXAS1	0.0
SGI75460105	153	ABRAXAS2	0.230117	ABRAXAS2	0.361079
SGI75460105	154	ABT1	0.127823	ABT1	0.0
SGI75460105	155	ABT1P1	0.0	ABT1P1	0.0
SGI75460105	156	ABTB1	0.446965	ABTB1	0.266612
SGI75460105	157	ABTB2	0.003707	ABTB2	0.338907
SGI75460105	158	ACAA1	0.037146	ACAA1	0.0
SGI75460105	159	ACAA2	0.058684	ACAA2	0.192854
SGI75460105	160	ACAA2P1	0.0	ACAA2P1	0.0
SGI75460105	161	ACACA	0.006438	ACACA	0.019768
SGI75460105	162	ACACB	0.013011	ACACB	0.0
SGI75460105	163	ACAD10	0.001165	ACAD10	0.112328
SGI75460105	164	ACAD11	0.0	ACAD11	0.0
SGI75460105	165	ACAD8	0.0	ACAD8	0.0
SGI75460105	166	ACAD9	0.177624	ACAD9	0.0
SGI75460105	167	ACADL	0.05505	ACADL	0.085143
SGI75460105	168	ACADM	0.006585	ACADM	0.031517
SGI75460105	169	ACADS	0.0	ACADS	0.439344
SGI75460105	170	ACADSB	0.014333	ACADSB	0.054405
SGI75460105	171	ACADVL	0.893399	ACADVL	1.030619
SGI75460105	172	ACAN	0.0	ACAN	0.0
SGI75460105	173	ACAP1	0.0	ACAP1	0.0
SGI75460105	174	ACAP2	0.803621	ACAP2	2.905886
SGI75460105	175	ACAP3	0.0	ACAP3	0.009564
SGI75460105	176	ACAT1	0.008357	ACAT1	0.50593
SGI75460105	177	ACAT2	0.009116	ACAT2	1.424662
SGI75460105	178	ACBD3	0.067554	ACBD3	0.171629
SGI75460105	179	ACBD3-AS1	0.0	ACBD3-AS1	0.0
SGI75460105	180	ACBD4	0.014438	ACBD4	0.0
SGI75460105	181	ACBD5	0.320458	ACBD5	0.504628
SGI75460105	182	ACBD6	1.05999	ACBD6	1.646694
SGI75460105	183	ACBD7	0.000137	ACBD7	0.057168
SGI75460105	184	ACBD7-DCLRE1CP1	0.0	ACBD7-DCLRE1CP1	0.0
SGI75460105	185	ACCS	0.016708	ACCS	0.0
SGI75460105	186	ACCSL	0.0	ACCSL	0.0
SGI75460105	187	ACD	0.068649	ACD	0.0
SGI75460105	188	ACE	0.0	ACE	0.009892
SGI75460105	189	ACE2	0.00265	ACE2	0.123438
SGI75460105	190	ACE3P	0.003393	ACE3P	0.057878
SGI75460105	191	ACER1	0.0	ACER1	0.0
SGI75460105	192	ACER2	0.197863	ACER2	0.304167
SGI75460105	193	ACER2P1	0.0	ACER2P1	0.0
SGI75460105	194	ACER3	0.00467	ACER3	0.0
SGI75460105	195	ACHE	0.012122	ACHE	1.230671
SGI75460105	196	ACIN1	0.371124	ACIN1	0.557803
SGI75460105	197	ACKR1	0.030501	ACKR1	0.047247
SGI75460105	198	ACKR2	0.002507	ACKR2	0.065855
SGI75460105	199	ACKR3	0.0	ACKR3	0.729153
SGI75460105	200	ACKR4	0.002859	ACKR4	0.002925
SGI75460105	201	ACKR4P1	0.0	ACKR4P1	0.109744
SGI75460105	202	ACLY	0.114632	ACLY	1.604512
SGI75460105	203	ACMSD	0.0	ACMSD	0.0
SGI75460105	204	ACNATP	0.0	ACNATP	0.0
SGI75460105	205	ACO1	0.073243	ACO1	0.134243
SGI75460105	206	ACO2	0.012821	ACO2	0.144938
SGI75460105	207	ACOD1	0.0	ACOD1	0.0
SGI75460105	208	ACOT1	0.0	ACOT1	0.0
SGI75460105	209	ACOT11	0.003216	ACOT11	0.198794
SGI75460105	210	ACOT12	0.056255	ACOT12	0.0
SGI75460105	211	ACOT13	0.011578	ACOT13	0.093688
SGI75460105	212	ACOT2	0.0	ACOT2	1.190557
SGI75460105	213	ACOT4	0.081797	ACOT4	0.12577
SGI75460105	214	ACOT6	0.048616	ACOT6	0.548167
SGI75460105	215	ACOT7	0.001547	ACOT7	0.0
SGI75460105	216	ACOT8	0.53659	ACOT8	0.0
SGI75460105	217	ACOT9	0.384131	ACOT9	0.612187
SGI75460105	218	ACOX1	0.01753	ACOX1	0.02165
SGI75460105	219	ACOX2	0.0	ACOX2	0.0
SGI75460105	220	ACOX3	0.0	ACOX3	0.0
SGI75460105	221	ACOXL	0.0	ACOXL	0.028859
SGI75460105	222	ACOXL-AS1	0.0	ACOXL-AS1	0.022085
SGI75460105	223	ACP1	4.37184	ACP1	7.009499
SGI75460105	224	ACP2	0.02971	ACP2	0.0
SGI75460105	225	ACP3	0.0	ACP3	0.0
SGI75460105	226	ACP4	0.0	ACP4	0.021984
SGI75460105	227	ACP5	0.0	ACP5	0.0
SGI75460105	228	ACP6	0.0	ACP6	0.0
SGI75460105	229	ACP7	0.0	ACP7	0.0
SGI75460105	230	ACR	0.0	ACR	0.0
SGI75460105	231	ACRBP	0.057549	ACRBP	0.124908
SGI75460105	232	ACRP1	0.0	ACRP1	0.070799
SGI75460105	233	ACRV1	0.0	ACRV1	0.058921
SGI75460105	234	ACSBG1	0.0	ACSBG1	0.0
SGI75460105	235	ACSBG2	0.0	ACSBG2	0.0
SGI75460105	236	ACSF2	0.0	ACSF2	0.0
SGI75460105	237	ACSF3	0.016801	ACSF3	0.030225
SGI75460105	238	ACSL1	0.621514	ACSL1	1.030091
SGI75460105	239	ACSL3	0.004499	ACSL3	0.027299
SGI75460105	240	ACSL4	0.506416	ACSL4	0.781979
SGI75460105	241	ACSL5	0.0662389999999999	ACSL5	0.221446
SGI75460105	242	ACSL6	0.007282	ACSL6	0.116461
SGI75460105	243	ACSM1	0.0	ACSM1	0.0
SGI75460105	244	ACSM2A	0.0	ACSM2A	0.0
SGI75460105	245	ACSM2B	0.175684	ACSM2B	0.0
SGI75460105	246	ACSM3	0.0	ACSM3	0.0
SGI75460105	247	ACSM4	0.000822	ACSM4	0.008311
SGI75460105	248	ACSM5	0.002824	ACSM5	0.313759
SGI75460105	249	ACSM5P1	0.0	ACSM5P1	0.01703
SGI75460105	250	ACSM6	0.0	ACSM6	0.0
SGI75460105	251	ACSS1	0.0	ACSS1	0.0
SGI75460105	252	ACSS2	0.0	ACSS2	0.0
SGI75460105	253	ACSS3	0.0	ACSS3	0.002275
SGI75460105	254	ACTA1	0.00064	ACTA1	0.050167
SGI75460105	255	ACTA2	0.0	ACTA2	0.186634
SGI75460105	256	ACTA2-AS1	0.009197	ACTA2-AS1	0.018147
SGI75460105	257	ACTB	95.249365	ACTB	152.11600800000002
SGI75460105	258	ACTBL2	0.0	ACTBL2	0.0
SGI75460105	259	ACTBP1	0.0	ACTBP1	0.0
SGI75460105	260	ACTBP10	0.001954	ACTBP10	0.0
SGI75460105	261	ACTBP11	0.0	ACTBP11	0.039916
SGI75460105	262	ACTBP12	0.0	ACTBP12	0.0
SGI75460105	263	ACTBP14	0.0	ACTBP14	0.0
SGI75460105	264	ACTBP15	0.0	ACTBP15	0.0
SGI75460105	265	ACTBP2	0.054869	ACTBP2	0.01605
SGI75460105	266	ACTBP3	0.0	ACTBP3	0.0
SGI75460105	267	ACTBP4	0.004277	ACTBP4	0.233707
SGI75460105	268	ACTBP6	0.0	ACTBP6	0.030312
SGI75460105	269	ACTBP7	0.0	ACTBP7	0.009548
SGI75460105	270	ACTBP8	0.0	ACTBP8	0.0
SGI75460105	271	ACTBP9	0.002859	ACTBP9	0.013695
SGI75460105	272	ACTC1	0.0	ACTC1	0.0
SGI75460105	273	ACTE1P	0.00342	ACTE1P	0.006181
SGI75460105	274	ACTG1	6.3346610000000005	ACTG1	3.218756
SGI75460105	275	ACTG1P1	0.0	ACTG1P1	0.0
SGI75460105	276	ACTG1P10	0.0	ACTG1P10	0.0
SGI75460105	277	ACTG1P11	0.00311	ACTG1P11	0.001941
SGI75460105	278	ACTG1P12	0.028235	ACTG1P12	0.0
SGI75460105	279	ACTG1P13	0.0	ACTG1P13	0.0
SGI75460105	280	ACTG1P14	0.000627	ACTG1P14	0.0
SGI75460105	281	ACTG1P15	0.000706	ACTG1P15	0.0
SGI75460105	282	ACTG1P16	0.012455	ACTG1P16	0.016647
SGI75460105	283	ACTG1P17	0.0	ACTG1P17	0.01374
SGI75460105	284	ACTG1P18	0.0	ACTG1P18	0.0
SGI75460105	285	ACTG1P19	0.0	ACTG1P19	0.0
SGI75460105	286	ACTG1P2	0.0	ACTG1P2	0.0
SGI75460105	287	ACTG1P20	0.0	ACTG1P20	0.198954
SGI75460105	288	ACTG1P21	0.001074	ACTG1P21	0.0
SGI75460105	289	ACTG1P22	0.0	ACTG1P22	0.0
SGI75460105	290	ACTG1P23	0.0	ACTG1P23	0.01762
SGI75460105	291	ACTG1P24	0.0	ACTG1P24	0.0
SGI75460105	292	ACTG1P25	0.001246	ACTG1P25	0.044774
SGI75460105	293	ACTG1P3	0.0	ACTG1P3	0.0
SGI75460105	294	ACTG1P4	0.0	ACTG1P4	0.0
SGI75460105	295	ACTG1P9	0.0	ACTG1P9	0.258664
SGI75460105	296	ACTG2	0.000251	ACTG2	0.013772
SGI75460105	297	ACTL10	0.0	ACTL10	0.0
SGI75460105	298	ACTL11P	0.0	ACTL11P	0.0
SGI75460105	299	ACTL6A	0.003513	ACTL6A	0.16895
SGI75460105	300	ACTL6B	0.0	ACTL6B	0.004315
SGI75460105	301	ACTL7A	0.0	ACTL7A	0.0
SGI75460105	302	ACTL7B	0.0	ACTL7B	0.025931
SGI75460105	303	ACTL8	0.0	ACTL8	0.0
SGI75460105	304	ACTL9	0.0	ACTL9	0.047388
SGI75460105	305	ACTN1	0.345344	ACTN1	0.550744
SGI75460105	306	ACTN1-DT	0.0031	ACTN1-DT	0.002331
SGI75460105	307	ACTN2	0.001924	ACTN2	0.079021
SGI75460105	308	ACTN3	0.004222	ACTN3	0.018518
SGI75460105	309	ACTN4	0.0	ACTN4	0.0
SGI75460105	310	ACTN4P1	0.001006	ACTN4P1	0.027176
SGI75460105	311	ACTP1	0.0	ACTP1	0.0
SGI75460105	312	ACTR10	0.333123	ACTR10	0.306405
SGI75460105	313	ACTR1A	0.811611	ACTR1A	1.259838
SGI75460105	314	ACTR1AP1	0.0	ACTR1AP1	0.0
SGI75460105	315	ACTR1B	0.0	ACTR1B	0.0
SGI75460105	316	ACTR2	1.019286	ACTR2	19.239273
SGI75460105	317	ACTR3	3.1492000000000004	ACTR3	5.762139
SGI75460105	318	ACTR3-AS1	0.001406	ACTR3-AS1	0.573901
SGI75460105	319	ACTR3B	0.004984	ACTR3B	0.217148
SGI75460105	320	ACTR3BP1	0.0	ACTR3BP1	0.0
SGI75460105	321	ACTR3BP2	0.0	ACTR3BP2	0.0
SGI75460105	322	ACTR3BP3	0.0	ACTR3BP3	0.0
SGI75460105	323	ACTR3BP4	0.0	ACTR3BP4	0.0
SGI75460105	324	ACTR3BP5	0.0	ACTR3BP5	0.0
SGI75460105	325	ACTR3BP6	0.0	ACTR3BP6	0.0
SGI75460105	326	ACTR3BP7	0.0	ACTR3BP7	0.0
SGI75460105	327	ACTR3C	0.152478	ACTR3C	0.229716
SGI75460105	328	ACTR3P1	0.0	ACTR3P1	0.0
SGI75460105	329	ACTR3P2	0.0	ACTR3P2	0.0
SGI75460105	330	ACTR3P3	0.0	ACTR3P3	0.0
SGI75460105	331	ACTR5	0.00368	ACTR5	0.591431
SGI75460105	332	ACTR6	0.014706	ACTR6	0.073098
SGI75460105	333	ACTR6P1	0.0	ACTR6P1	0.0
SGI75460105	334	ACTR8	0.208244	ACTR8	0.357749
SGI75460105	335	ACTRT1	0.0	ACTRT1	0.0
SGI75460105	336	ACTRT1P1	0.0	ACTRT1P1	0.0
SGI75460105	337	ACTRT2	0.0	ACTRT2	0.01485
SGI75460105	338	ACTRT3	0.0	ACTRT3	0.0
SGI75460105	339	ACVR1	0.006491	ACVR1	0.218222
SGI75460105	340	ACVR1B	0.01816	ACVR1B	0.434223
SGI75460105	341	ACVR1C	0.005282	ACVR1C	0.194985
SGI75460105	342	ACVR2A	0.011032	ACVR2A	0.031675
SGI75460105	343	ACVR2B	0.021876	ACVR2B	0.679614
SGI75460105	344	ACVR2B-AS1	0.0	ACVR2B-AS1	0.0
SGI75460105	345	ACVRL1	0.0	ACVRL1	0.0
SGI75460105	346	ACY1	0.00866	ACY1	4.168471
SGI75460105	347	ACY3	0.0	ACY3	0.0
SGI75460105	348	ACYP1	0.001741	ACYP1	0.024626
SGI75460105	349	ACYP2	0.005564	ACYP2	0.243313
SGI75460105	350	ADA	0.026514	ADA	0.062138
SGI75460105	351	ADA2	0.182606	ADA2	0.0
SGI75460105	352	ADAD1	0.0	ADAD1	0.0
SGI75460105	353	ADAD1P1	0.0	ADAD1P1	0.0
SGI75460105	354	ADAD1P2	0.0	ADAD1P2	0.0
SGI75460105	355	ADAD2	0.0	ADAD2	0.0
SGI75460105	356	ADAL	0.064482	ADAL	0.104999
SGI75460105	357	ADAM10	0.012501	ADAM10	0.286459
SGI75460105	358	ADAM11	0.0	ADAM11	0.007863
SGI75460105	359	ADAM12	0.005916	ADAM12	0.0
SGI75460105	360	ADAM15	0.017127	ADAM15	0.068619
SGI75460105	361	ADAM17	0.031319	ADAM17	0.749501
SGI75460105	362	ADAM18	0.001021	ADAM18	0.007157
SGI75460105	363	ADAM19	0.02134	ADAM19	0.384995
SGI75460105	364	ADAM1A	0.001512	ADAM1A	0.002516
SGI75460105	365	ADAM1B	0.0	ADAM1B	0.0
SGI75460105	366	ADAM2	0.0	ADAM2	0.0
SGI75460105	367	ADAM20	0.021076	ADAM20	0.070902
SGI75460105	368	ADAM20P1	0.002055	ADAM20P1	0.007062
SGI75460105	369	ADAM20P2	0.0	ADAM20P2	0.0
SGI75460105	370	ADAM20P3	0.0	ADAM20P3	0.0
SGI75460105	371	ADAM21	0.0	ADAM21	0.0
SGI75460105	372	ADAM21P1	0.06068	ADAM21P1	0.092691
SGI75460105	373	ADAM22	0.0	ADAM22	0.0
SGI75460105	374	ADAM23	0.009397	ADAM23	0.0
SGI75460105	375	ADAM24P	0.0	ADAM24P	0.0203
SGI75460105	376	ADAM28	0.00976	ADAM28	0.0
SGI75460105	377	ADAM29	0.0	ADAM29	0.0
SGI75460105	378	ADAM30	0.0	ADAM30	0.220874
SGI75460105	379	ADAM32	0.0	ADAM32	0.0
SGI75460105	380	ADAM33	0.0	ADAM33	0.0
SGI75460105	381	ADAM3A	0.000185	ADAM3A	0.020971
SGI75460105	382	ADAM3B	0.0	ADAM3B	0.304347
SGI75460105	383	ADAM5	0.001728	ADAM5	0.043418
SGI75460105	384	ADAM6	0.0	ADAM6	0.0
SGI75460105	385	ADAM7	0.000348	ADAM7	0.0
SGI75460105	386	ADAM7-AS1	0.004141	ADAM7-AS1	0.087785
SGI75460105	387	ADAM7-AS2	0.0	ADAM7-AS2	0.003157
SGI75460105	388	ADAM8	0.296948	ADAM8	0.44553
SGI75460105	389	ADAM9	0.0	ADAM9	0.0
SGI75460105	390	ADAMDEC1	0.000923	ADAMDEC1	0.0
SGI75460105	391	ADAMTS1	0.015979	ADAMTS1	0.11333
SGI75460105	392	ADAMTS10	0.001972	ADAMTS10	0.0
SGI75460105	393	ADAMTS12	0.002974	ADAMTS12	0.004481
SGI75460105	394	ADAMTS13	0.0	ADAMTS13	0.0
SGI75460105	395	ADAMTS14	0.037272	ADAMTS14	0.0
SGI75460105	396	ADAMTS15	0.0	ADAMTS15	0.0
SGI75460105	397	ADAMTS16	0.0	ADAMTS16	0.0
SGI75460105	398	ADAMTS16-DT	0.0	ADAMTS16-DT	0.008836
SGI75460105	399	ADAMTS17	0.021852	ADAMTS17	0.0
SGI75460105	400	ADAMTS18	0.0	ADAMTS18	0.0
SGI75460105	401	ADAMTS19	0.0	ADAMTS19	0.0
SGI75460105	402	ADAMTS19-AS1	0.0	ADAMTS19-AS1	0.017925
SGI75460105	403	ADAMTS2	0.0	ADAMTS2	0.0
SGI75460105	404	ADAMTS20	0.008557	ADAMTS20	0.0
SGI75460105	405	ADAMTS3	0.0	ADAMTS3	0.0
SGI75460105	406	ADAMTS4	0.0	ADAMTS4	0.0
SGI75460105	407	ADAMTS5	0.032344	ADAMTS5	0.053455
SGI75460105	408	ADAMTS6	0.004167	ADAMTS6	0.013813
SGI75460105	409	ADAMTS7	0.0	ADAMTS7	0.0
SGI75460105	410	ADAMTS7P1	0.003524	ADAMTS7P1	0.139426
SGI75460105	411	ADAMTS7P3	0.00231	ADAMTS7P3	0.007863
SGI75460105	412	ADAMTS7P4	0.001601	ADAMTS7P4	0.0
SGI75460105	413	ADAMTS8	0.0	ADAMTS8	0.0
SGI75460105	414	ADAMTS9	0.060521	ADAMTS9	0.118583
SGI75460105	415	ADAMTS9-AS1	0.002625	ADAMTS9-AS1	0.022907
SGI75460105	416	ADAMTS9-AS2	0.039527	ADAMTS9-AS2	0.472413
SGI75460105	417	ADAMTSL1	0.0	ADAMTSL1	0.009611
SGI75460105	418	ADAMTSL2	0.0	ADAMTSL2	0.0
SGI75460105	419	ADAMTSL3	0.000646	ADAMTSL3	0.0
SGI75460105	420	ADAMTSL4	0.0	ADAMTSL4	0.005347
SGI75460105	421	ADAMTSL4-AS1	0.000569	ADAMTSL4-AS1	0.0
SGI75460105	422	ADAMTSL5	0.0	ADAMTSL5	0.013919
SGI75460105	423	ADAP1	0.211366	ADAP1	0.328485
SGI75460105	424	ADAP2	0.055098	ADAP2	0.0
SGI75460105	425	ADAR	1.009336	ADAR	1.240416
SGI75460105	426	ADARB1	0.108277	ADARB1	0.166992
SGI75460105	427	ADARB2	0.005897	ADARB2	0.085085
SGI75460105	428	ADARB2-AS1	0.002146	ADARB2-AS1	0.0
SGI75460105	429	ADAT1	0.002005	ADAT1	0.939967
SGI75460105	430	ADAT2	0.007198	ADAT2	0.052254
SGI75460105	431	ADAT3	0.0	ADAT3	0.0
SGI75460105	432	ADCK1	0.018461	ADCK1	0.0
SGI75460105	433	ADCK2	0.0	ADCK2	0.0
SGI75460105	434	ADCK5	0.0	ADCK5	0.0
SGI75460105	435	ADCY1	0.0	ADCY1	0.0
SGI75460105	436	ADCY10	0.00948	ADCY10	0.0
SGI75460105	437	ADCY10P1	0.056186	ADCY10P1	0.078071
SGI75460105	438	ADCY2	0.0	ADCY2	0.0
SGI75460105	439	ADCY3	0.002507	ADCY3	0.0
SGI75460105	440	ADCY4	0.0	ADCY4	0.0
