Gene Name	Gene type
LOC105370161	lncRNA
LOC105370163	lncRNA
LOC105370167	lncRNA
LOC105370168	lncRNA
LOC105370169	lncRNA
LOC105370170	lncRNA
LOC105370171	lncRNA
LOC105370173	lncRNA
LOC105370174	lncRNA
LOC105370175	lncRNA
LOC105370176	lncRNA
LINC02341	lncRNA
LOC105370178	lncRNA
LOC105370179	lncRNA
LOC105370182	lncRNA
LINC00390	lncRNA
LOC105370185	lncRNA
LOC105370187	lncRNA
LOC105370188	lncRNA
LOC105370190	lncRNA
LOC105370191	lncRNA
LOC105370192	lncRNA
LOC105370194	lncRNA
LOC105370195	lncRNA
LOC105370196	lncRNA
LOC105370198	lncRNA
LOC105370202	lncRNA
LOC105370203	lncRNA
LOC105370204	lncRNA
LOC105370205	lncRNA
LOC105370207	lncRNA
LINC00345	lncRNA
LOC105370210	lncRNA
LOC105370213	lncRNA
LOC105370214	lncRNA
LOC105370216	lncRNA
LOC105370217	lncRNA
LOC105370218	lncRNA
LOC105370219	lncRNA
LOC105370220	lncRNA
LOC105370221	lncRNA
LOC105370222	lncRNA
LOC105370223	lncRNA
LOC105370224	lncRNA
LOC105370227	lncRNA
LOC105370228	lncRNA
LOC105370230	lncRNA
LOC105370231	lncRNA
LOC105370232	lncRNA
LOC105370234	lncRNA
LOC105370235	lncRNA
LOC105370236	lncRNA
LOC105370237	lncRNA
LOC105370238	lncRNA
LOC105370239	lncRNA
LOC105370240	lncRNA
LOC105370241	lncRNA
LINC01052	lncRNA
LOC105370243	lncRNA
LOC105370244	lncRNA
LOC105370245	lncRNA
LOC105370246	lncRNA
LOC105370247	lncRNA
LOC105370248	lncRNA
LOC105370249	lncRNA
LOC105370250	lncRNA
LOC105370251	lncRNA
LINC02342	lncRNA
LOC105370254	lncRNA
LOC105370255	lncRNA
LOC105370256	lncRNA
LOC105370259	lncRNA
LOC105370260	lncRNA
LOC105370261	lncRNA
LOC105370262	lncRNA
LOC105370263	lncRNA
LOC105370264	lncRNA
LOC105370265	lncRNA
LOC105370266	lncRNA
LOC105370269	lncRNA
LOC105370271	lncRNA
LOC105370272	lncRNA
LOC105370273	lncRNA
LOC105370274	lncRNA
LOC105370275	lncRNA
LOC105370276	lncRNA
LOC105370278	lncRNA
LOC105370281	lncRNA
LOC105370282	lncRNA
LOC105370283	lncRNA
LOC105370284	lncRNA
LOC105370285	lncRNA
LOC105370286	lncRNA
LOC105370287	lncRNA
LOC105370289	lncRNA
LOC105370290	lncRNA
LOC105370291	lncRNA
LOC105370292	lncRNA
LOC105370295	lncRNA
LOC105370297	lncRNA
LOC105370299	lncRNA
LOC105370300	lncRNA
LOC105370301	lncRNA
LOC105370302	lncRNA
LOC105370304	lncRNA
LINC00373	lncRNA
LOC105370307	lncRNA
LINC01040	lncRNA
LINC02336	lncRNA
LOC105370310	lncRNA
LOC105370311	lncRNA
LOC105370312	lncRNA
LOC105370313	lncRNA
LOC105370314	lncRNA
LOC105370315	lncRNA
LOC105370317	lncRNA
LOC105370324	lncRNA
LOC105370325	lncRNA
LOC105370327	lncRNA
LOC105370328	lncRNA
LOC105370330	lncRNA
LOC105370332	lncRNA
PCCA-DT	lncRNA
LOC105370335	lncRNA
LOC105370337	lncRNA
LOC105370338	lncRNA
LOC105370339	lncRNA
LOC105370340	lncRNA
LOC105370342	lncRNA
LOC105370343	lncRNA
LOC105370344	lncRNA
LOC105370345	lncRNA
LOC105370346	lncRNA
LOC105370349	lncRNA
LOC105370353	lncRNA
LOC105370355	lncRNA
LOC105370356	lncRNA
LINC00370	lncRNA
LOC105370359	lncRNA
LOC105370360	lncRNA
LINC03032	lncRNA
LOC105370362	lncRNA
LOC105370363	lncRNA
LOC105370364	lncRNA
LOC105370365	lncRNA
LOC105370366	lncRNA
LINC02337	lncRNA
LOC105370370	lncRNA
LOC105370372	lncRNA
LOC105370373	lncRNA
LOC105370384	lncRNA
LOC105370397	lncRNA
LOC105370398	lncRNA
LOC105370399	lncRNA
LINC02332	lncRNA
TRD-AS1	lncRNA
OXA1L-DT	lncRNA
LOC105370406	lncRNA
LOC105370407	lncRNA
LOC105370408	lncRNA
LOC105370409	lncRNA
LOC105370410	lncRNA
LOC105370411	lncRNA
LOC105370412	lncRNA
LOC105370413	lncRNA
LINC02286	lncRNA
LOC105370415	lncRNA
LOC105370418	lncRNA
LOC105370419	lncRNA
LOC105370420	lncRNA
LOC105370421	lncRNA
LINC02300	lncRNA
LINC02281	lncRNA
LINC02282	lncRNA
LINC02326	lncRNA
LOC105370429	lncRNA
LOC105370430	lncRNA
G2E3-AS1	lncRNA
LOC105370432	lncRNA
NUBPL-DT	lncRNA
LOC105370438	lncRNA
LINC02313	lncRNA
LOC105370440	lncRNA
LOC105370444	lncRNA
EGLN3-AS1	lncRNA
LOC105370446	lncRNA
LOC105370447	lncRNA
LOC105370449	lncRNA
LOC105370450	lncRNA
LOC105370452	lncRNA
LOC105370453	lncRNA
LOC105370455	lncRNA
LOC105370456	lncRNA
LOC105370457	lncRNA
SEC23A-AS1	lncRNA
LOC105370459	lncRNA
LOC105370460	lncRNA
LOC105370461	lncRNA
LOC105370462	lncRNA
LOC105370463	lncRNA
LOC105370464	lncRNA
LOC105370465	lncRNA
LOC105370466	lncRNA
LOC105370467	lncRNA
LRFN5-DT	lncRNA
LOC105370470	lncRNA
LINC02307	lncRNA
LOC105370472	lncRNA
LOC105370473	lncRNA
PRPF39-DT	lncRNA
LOC105370475	lncRNA
LOC105370476	lncRNA
LOC105370478	lncRNA
LINC02303	lncRNA
LOC105370480	lncRNA
LOC105370481	lncRNA
LOC105370482	lncRNA
LOC105370485	lncRNA
LOC105370489	lncRNA
LOC105370495	lncRNA
LINC02310	lncRNA
LOC105370497	lncRNA
LINC02319	lncRNA
LOC105370500	lncRNA
LOC105370502	lncRNA
LINC02331	lncRNA
LOC105370504	lncRNA
LOC105370505	lncRNA
LOC105370507	lncRNA
LOC105370508	lncRNA
FBXO34-AS1	lncRNA
LOC105370511	lncRNA
LOC105370512	lncRNA
LOC105370513	lncRNA
LOC105370518	lncRNA
LOC105370519	lncRNA
TOMM20L-DT	lncRNA
PCNX4-DT	lncRNA
LOC105370525	lncRNA
HIF1A-AS3	lncRNA
LOC105370528	lncRNA
LOC105370529	lncRNA
LOC105370530	lncRNA
LOC105370531	lncRNA
LOC105370532	lncRNA
LOC105370534	lncRNA
LOC105370538	lncRNA
LINC02290	lncRNA
LOC105370542	lncRNA
LOC105370546	lncRNA
LOC105370547	lncRNA
LOC105370549	lncRNA
GALNT16-AS1	lncRNA
LOC105370552	lncRNA
LOC105370556	lncRNA
LOC105370557	lncRNA
LOC105370559	lncRNA
RBM25-AS1	lncRNA
LOC105370563	lncRNA
LOC105370564	lncRNA
LOC105370567	lncRNA
LOC105370569	lncRNA
LOC105370572	lncRNA
LOC105370573	lncRNA
LOC105370575	lncRNA
LOC105370576	lncRNA
LOC105370577	lncRNA
LINC01629	lncRNA
LOC105370579	lncRNA
LOC105370581	lncRNA
LOC105370582	lncRNA
LOC105370583	lncRNA
LOC105370586	lncRNA
LOC105370588	lncRNA
LOC105370589	lncRNA
LOC105370590	lncRNA
LOC105370591	lncRNA
LOC105370593	lncRNA
LOC105370594	lncRNA
LOC105370598	lncRNA
LOC105370599	lncRNA
LOC105370600	lncRNA
LOC105370601	lncRNA
LOC105370603	lncRNA
LOC105370604	lncRNA
LINC02329	lncRNA
LINC02309	lncRNA
LOC105370608	lncRNA
LINC02296	lncRNA
LINC02330	lncRNA
LOC105370612	lncRNA
LOC105370614	lncRNA
LOC105370615	lncRNA
LOC105370616	lncRNA
LOC105370617	lncRNA
LOC105370618	lncRNA
LOC105370619	lncRNA
LOC105370622	lncRNA
LINC02321	lncRNA
LOC105370624	lncRNA
CCDC88C-DT	lncRNA
LOC105370627	lncRNA
LINC02833	lncRNA
LOC105370631	lncRNA
LOC105370634	lncRNA
LOC105370635	lncRNA
LOC105370637	lncRNA
LOC105370638	lncRNA
LOC105370639	lncRNA
LOC105370640	lncRNA
LOC105370643	lncRNA
LOC105370644	lncRNA
LOC105370645	lncRNA
LINC02299	lncRNA
LOC105370647	lncRNA
LINC02304	lncRNA
LOC105370650	lncRNA
LOC105370651	lncRNA
LINC02295	lncRNA
LOC105370653	lncRNA
LOC105370654	lncRNA
LOC105370655	lncRNA
LOC105370656	lncRNA
LOC105370657	lncRNA
LOC105370658	lncRNA
LOC105370659	lncRNA
LOC105370660	lncRNA
LOC105370661	lncRNA
LOC105370664	lncRNA
LOC105370668	lncRNA
LOC105370669	lncRNA
LOC105370670	lncRNA
LOC105370672	lncRNA
LOC105370673	lncRNA
LOC105370674	lncRNA
LOC105370675	lncRNA
LINC02320	lncRNA
LOC105370677	lncRNA
LOC105370679	lncRNA
LOC105370680	lncRNA
LINC02323	lncRNA
LINC00677	lncRNA
LOC105370685	lncRNA
LOC105370686	lncRNA
LOC105370687	lncRNA
LOC105370688	lncRNA
LOC105370689	lncRNA
LOC105370697	lncRNA
LOC105370698	lncRNA
LOC105370700	lncRNA
LOC105370705	lncRNA
KIF26A-DT	lncRNA
LOC105370714	lncRNA
LOC105370715	lncRNA
LOC105370726	lncRNA
LOC105370728	lncRNA
LOC105370729	lncRNA
LOC105370730	lncRNA
PWRN4	lncRNA
LOC105370732	lncRNA
LOC105370733	lncRNA
LINC02250	lncRNA
ATP10A-DT	lncRNA
LOC105370739	lncRNA
LOC105370740	lncRNA
LOC105370743	lncRNA
LOC105370746	lncRNA
LOC105370747	lncRNA
LOC105370751	lncRNA
LOC105370752	lncRNA
LOC105370753	lncRNA
LOC105370756	lncRNA
SCG5-AS1	lncRNA
LOC105370759	lncRNA
LINC02252	lncRNA
LOC105370763	lncRNA
LOC105370764	lncRNA
LOC105370765	lncRNA
LOC105370766	lncRNA
LOC105370767	lncRNA
LOC105370768	lncRNA
LOC105370769	lncRNA
LOC105370770	lncRNA
LOC105370772	lncRNA
LOC105370773	lncRNA
LOC105370774	lncRNA
LOC105370775	lncRNA
LOC105370776	lncRNA
LOC105370777	lncRNA
LOC105370780	lncRNA
LOC105370781	lncRNA
LOC105370783	lncRNA
LOC105370784	lncRNA
LOC105370785	lncRNA
LOC105370787	lncRNA
LOC105370789	lncRNA
LOC105370790	lncRNA
LOC105370791	lncRNA
LOC105370792	lncRNA
LOC105370793	lncRNA
LOC105370794	lncRNA
VPS39-DT	lncRNA
LOC105370798	lncRNA
LOC105370802	lncRNA
LOC105370803	lncRNA
LOC105370804	lncRNA
LOC105370805	lncRNA
CTXN2-AS1	lncRNA
FBN1-DT	lncRNA
LOC105370811	lncRNA
LOC105370816	lncRNA
LOC105370819	lncRNA
LOC105370820	lncRNA
LOC105370821	lncRNA
LINC02490	lncRNA
LOC105370823	lncRNA
LOC105370824	lncRNA
LOC105370826	lncRNA
LOC105370827	lncRNA
LOC105370829	lncRNA
LOC105370832	lncRNA
LOC105370833	lncRNA
LOC105370834	lncRNA
LOC105370838	lncRNA
LOC105370839	lncRNA
LOC105370840	lncRNA
LOC105370841	lncRNA
LOC105370844	lncRNA
LOC105370846	lncRNA
LOC105370847	lncRNA
LOC105370854	lncRNA
LOC105370855	lncRNA
LOC105370861	lncRNA
LOC105370866	lncRNA
LOC105370867	lncRNA
DIS3L-AS1	lncRNA
LOC105370869	lncRNA
LOC105370870	lncRNA
LOC105370871	lncRNA
LOC105370873	lncRNA
LINC02896	lncRNA
LOC105370878	lncRNA
LINC02205	lncRNA
LOC105370884	lncRNA
LOC105370886	lncRNA
LOC105370887	lncRNA
TMEM202-AS1	lncRNA
LOC105370890	lncRNA
LOC105370891	lncRNA
LOC105370892	lncRNA
LOC105370893	lncRNA
LINC02255	lncRNA
LOC105370897	lncRNA
LOC105370902	lncRNA
LOC105370904	lncRNA
LOC105370906	lncRNA
LOC105370910	lncRNA
DNAJA4-DT	lncRNA
LOC105370912	lncRNA
LOC105370913	lncRNA
LOC105370917	lncRNA
LOC105370918	lncRNA
LOC105370919	lncRNA
LOC105370921	lncRNA
LOC105370922	lncRNA
LOC105370923	lncRNA
LOC105370924	lncRNA
LOC105370926	lncRNA
LOC105370928	lncRNA
LOC105370932	lncRNA
LOC105370933	lncRNA
LOC105370934	lncRNA
LOC105370935	lncRNA
LOC105370936	lncRNA
LOC105370939	lncRNA
LOC105370941	lncRNA
LOC105370943	lncRNA
LOC105370946	lncRNA
LOC105370947	lncRNA
LOC105370948	lncRNA
LOC105370952	lncRNA
LOC105370953	lncRNA
LOC105370954	lncRNA
LOC105370955	lncRNA
LOC105370956	lncRNA
LOC105370957	lncRNA
LOC105370958	lncRNA
LOC105370959	lncRNA
LOC105370960	lncRNA
LOC105370964	lncRNA
IDH2-DT	lncRNA
LOC105370969	lncRNA
LOC105370970	lncRNA
LOC105370972	lncRNA
LOC105370973	lncRNA
LOC105370974	lncRNA
LOC105370982	lncRNA
LOC105370984	lncRNA
LINC02852	lncRNA
LOC105370986	lncRNA
LOC105370987	lncRNA
LOC105370988	lncRNA
LOC105370989	lncRNA
LOC105370990	lncRNA
LOC105370991	lncRNA
LOC105370993	lncRNA
LOC105370995	lncRNA
LOC105370997	lncRNA
LOC105370998	lncRNA
LOC105371001	lncRNA
LOC105371002	lncRNA
LOC105371004	lncRNA
LOC105371005	lncRNA
LOC105371006	lncRNA
LOC105371007	lncRNA
LINC02251	lncRNA
LOC105371009	lncRNA
LOC105371010	lncRNA
LINC02351	lncRNA
SYNM-AS1	lncRNA
LOC105371017	lncRNA
LINC02244	lncRNA
LOC105371019	lncRNA
LOC105371020	lncRNA
LOC105371021	lncRNA
LOC105371022	lncRNA
LOC105371024	lncRNA
LOC105371026	lncRNA
PCSK6-AS1	lncRNA
LOC105371031	lncRNA
LOC105371038	lncRNA
LOC105371042	lncRNA
LOC105371044	lncRNA
LOC105371046	lncRNA
LINC02124	lncRNA
PKD1-AS1	lncRNA
LOC105371050	lncRNA
LOC105371055	lncRNA
LOC105371059	lncRNA
LOC105371060	lncRNA
LOC105371062	lncRNA
LOC105371064	lncRNA
LINC02164	lncRNA
LOC105371067	lncRNA
LOC105371068	lncRNA
LOC105371069	lncRNA
LOC105371070	lncRNA
LINC02152	lncRNA
LOC105371072	lncRNA
USP7-AS1	lncRNA
LOC105371075	lncRNA
LOC105371076	lncRNA
LOC105371077	lncRNA
LOC105371078	lncRNA
LOC105371079	lncRNA
LOC105371081	lncRNA
LOC105371082	lncRNA
LOC105371083	lncRNA
LOC105371085	lncRNA
LOC105371087	lncRNA
LOC105371088	lncRNA
LOC105371090	lncRNA
LOC105371091	lncRNA
LOC105371092	lncRNA
LOC105371093	lncRNA
LOC105371094	lncRNA
LOC105371096	lncRNA
LOC105371097	lncRNA
LOC105371099	lncRNA
LOC105371100	lncRNA
LOC105371102	lncRNA
LOC105371103	lncRNA
LOC105371105	lncRNA
LOC105371106	lncRNA
LOC105371108	lncRNA
LINC02858	lncRNA
LOC105371114	lncRNA
LOC105371115	lncRNA
LOC105371116	lncRNA
LOC105371117	lncRNA
LOC105371119	lncRNA
LOC105371120	lncRNA
LOC105371121	lncRNA
LOC105371123	lncRNA
LOC105371125	lncRNA
LOC105371126	lncRNA
LOC105371129	lncRNA
LOC105371131	lncRNA
LOC105371132	lncRNA
LINC02194	lncRNA
LOC105371143	lncRNA
LINC02191	lncRNA
LOC105371147	lncRNA
LOC105371149	lncRNA
LOC105371150	lncRNA
LINC02195	lncRNA
LOC105371153	lncRNA
LOC105371154	lncRNA
LOC105371155	lncRNA
LINC02129	lncRNA
LOC105371157	lncRNA
LOC105371159	lncRNA
LOC105371167	lncRNA
LOC105371168	lncRNA
LOC105371172	lncRNA
LINC02190	lncRNA
LOC105371174	lncRNA
LOC105371175	lncRNA
LOC105371177	lncRNA
LOC105371191	lncRNA
LOC105371197	lncRNA
LOC105371198	lncRNA
LOC105371199	lncRNA
LOC105371200	lncRNA
LOC105371201	lncRNA
LOC105371203	lncRNA
LOC105371204	lncRNA
LOC105371207	lncRNA
LOC105371209	lncRNA
LOC105371211	lncRNA
LOC105371215	lncRNA
LOC105371217	lncRNA
LOC105371222	lncRNA
LOC105371223	lncRNA
LOC105371224	lncRNA
LOC105371225	lncRNA
LINC01731	lncRNA
LOC105371227	lncRNA
LINC02804	lncRNA
LOC105371229	lncRNA
LOC105371230	lncRNA
LOC105371233	lncRNA
LOC105371235	lncRNA
LOC105371236	lncRNA
LOC105371237	lncRNA
LINC02134	lncRNA
LOC105371240	lncRNA
LOC105371241	lncRNA
LOC105371243	lncRNA
LOC105371244	lncRNA
LINC02178	lncRNA
LOC105371251	lncRNA
LINC02168	lncRNA
LOC105371254	lncRNA
LOC105371256	lncRNA
LOC105371257	lncRNA
LOC105371259	lncRNA
LIX1L-AS1	lncRNA
LOC105371261	lncRNA
LOC105371262	lncRNA
LOC105371264	lncRNA
LOC105371265	lncRNA
LOC105371268	lncRNA
LOC105371269	lncRNA
LOC105371271	lncRNA
LOC105371272	lncRNA
LINC02183	lncRNA
LOC105371274	lncRNA
LOC105371275	lncRNA
LOC105371276	lncRNA
LOC105371277	lncRNA
LOC105371278	lncRNA
LOC105371279	lncRNA
LOC105371280	lncRNA
LOC105371281	lncRNA
LOC105371283	lncRNA
NUP93-DT	lncRNA
LOC105371287	lncRNA
LOC105371288	lncRNA
LOC105371291	lncRNA
LOC105371293	lncRNA
LINC02137	lncRNA
LOC105371296	lncRNA
LOC105371298	lncRNA
LOC105371299	lncRNA
LOC105371300	lncRNA
LOC105371301	lncRNA
LOC105371302	lncRNA
LOC105371306	lncRNA
LOC105371307	lncRNA
LOC105371308	lncRNA
LOC105371309	lncRNA
LOC105371310	lncRNA
LOC105371311	lncRNA
LOC105371313	lncRNA
LOC105371316	lncRNA
LOC105371317	lncRNA
LOC105371318	lncRNA
LOC105371321	lncRNA
LOC105371325	lncRNA
LOC105371328	lncRNA
LOC105371332	lncRNA
LINC02136	lncRNA
LOC105371334	lncRNA
LOC105371335	lncRNA
LOC105371341	lncRNA
LOC105371342	lncRNA
LOC105371343	lncRNA
LOC105371344	lncRNA
LOC105371347	lncRNA
LOC105371348	lncRNA
LOC105371349	lncRNA
LINC02131	lncRNA
LOC105371351	lncRNA
LOC105371354	lncRNA
LOC105371356	lncRNA
LOC105371357	lncRNA
LOC105371358	lncRNA
LOC105371361	lncRNA
LOC105371362	lncRNA
LOC105371363	lncRNA
LOC105371366	lncRNA
CDH13-AS1	lncRNA
LOC105371372	lncRNA
ATP2C2-AS1	lncRNA
LOC105371376	lncRNA
LOC105371378	lncRNA
LINC02176	lncRNA
LOC105371381	lncRNA
LOC105371382	lncRNA
LOC105371388	lncRNA
LOC105371389	lncRNA
LOC105371392	lncRNA
LOC105371394	lncRNA
LOC105371399	lncRNA
LOC105371401	lncRNA
LOC105371403	lncRNA
LOC105371406	lncRNA
LOC105371409	lncRNA
LOC105371411	lncRNA
LOC105371412	lncRNA
LOC105371414	lncRNA
LINC02166	lncRNA
LOC105371425	lncRNA
LOC105371430	lncRNA
LINC02988	lncRNA
LOC105371434	lncRNA
LOC105371438	lncRNA
LOC105371442	lncRNA
LOC105371444	lncRNA
LOC105371445	lncRNA
LOC105371446	lncRNA
LOC105371449	lncRNA
THBS3-AS1	lncRNA
LOC105371452	lncRNA
LINC02772	lncRNA
LOC105371456	lncRNA
LOC105371457	lncRNA
LOC105371458	lncRNA
LOC105371459	lncRNA
LOC105371460	lncRNA
LINC02819	lncRNA
LOC105371464	lncRNA
LOC105371466	lncRNA
LOC105371467	lncRNA
LOC105371468	lncRNA
LOC105371470	lncRNA
NECTIN4-AS1	lncRNA
LOC105371472	lncRNA
LOC105371473	lncRNA
LOC105371475	lncRNA
ABR-AS1	lncRNA
LOC105371480	lncRNA
LOC105371481	lncRNA
LOC105371483	lncRNA
LOC105371485	lncRNA
LOC105371486	lncRNA
LOC105371490	lncRNA
LOC105371493	lncRNA
LINC01975	lncRNA
LOC105371498	lncRNA
LOC105371499	lncRNA
LOC105371501	lncRNA
LOC105371505	lncRNA
DHX33-DT	lncRNA
LOC105371507	lncRNA
LOC105371508	lncRNA
LOC105371509	lncRNA
LOC105371512	lncRNA
LOC105371520	lncRNA
LOC105371525	lncRNA
LOC105371526	lncRNA
LOC105371529	lncRNA
LOC105371530	lncRNA
LOC105371536	lncRNA
LOC105371540	lncRNA
LINC02093	lncRNA
LOC105371543	lncRNA
LOC105371544	lncRNA
LOC105371545	lncRNA
LOC105371547	lncRNA
LOC105371551	lncRNA
LOC105371552	lncRNA
LOC105371554	lncRNA
LOC105371557	lncRNA
LOC105371559	lncRNA
TBC1D26-AS1	lncRNA
LMX1A-AS2	lncRNA
LINC02090	lncRNA
SMCR2	lncRNA
LOC105371566	lncRNA
LOC105371567	lncRNA
LOC105371569	lncRNA
LOC105371570	lncRNA
LOC105371573	lncRNA
LOC105371574	lncRNA
LOC105371578	lncRNA
LOC105371580	lncRNA
LINC02088	lncRNA
LOC105371583	lncRNA
FAM78B-AS1	lncRNA
LOC105371589	lncRNA
LINC01675	lncRNA
LOC105371592	lncRNA
LINC02002	lncRNA
LOC105371597	lncRNA
LOC105371600	lncRNA
LOC105371601	lncRNA
LOC105371604	lncRNA
LOC105371606	lncRNA
LINC01681	lncRNA
LOC105371610	lncRNA
LOC105371611	lncRNA
LOC105371618	lncRNA
LOC105371619	lncRNA
RC3H1-DT	lncRNA
LOC105371622	lncRNA
LOC105371623	lncRNA
LOC105371625	lncRNA
LOC105371629	lncRNA
LOC105371630	lncRNA
LOC105371631	lncRNA
LOC105371632	lncRNA
LOC105371634	lncRNA
LOC105371635	lncRNA
LOC105371636	lncRNA
LOC105371637	lncRNA
LOC105371640	lncRNA
LOC105371642	lncRNA
LINC01688	lncRNA
LOC105371646	lncRNA
LOC105371648	lncRNA
LOC105371649	lncRNA
LOC105371651	lncRNA
GS1-204I12.4	lncRNA
LOC105371654	lncRNA
LOC105371655	lncRNA
LOC105371656	lncRNA
LOC105371657	lncRNA
LOC105371658	lncRNA
LOC105371659	lncRNA
LINC01680	lncRNA
LOC105371661	lncRNA
LOC105371662	lncRNA
LOC105371664	lncRNA
LOC105371665	lncRNA
LOC105371667	lncRNA
LOC105371668	lncRNA
LOC105371670	lncRNA
LOC105371671	lncRNA
LOC105371672	lncRNA
LINC01724	lncRNA
LOC105371674	lncRNA
LOC105371675	lncRNA
LOC105371677	lncRNA
LOC105371680	lncRNA
LOC105371682	lncRNA
LOC105371683	lncRNA
LOC105371684	lncRNA
LOC105371687	lncRNA
LOC105371688	lncRNA
LOC105371689	lncRNA
LOC105371692	lncRNA
LOC105371693	lncRNA
LOC105371694	lncRNA
LOC105371695	lncRNA
LOC105371698	lncRNA
LOC105371701	lncRNA
LOC105371703	lncRNA
LOC105371704	lncRNA
LOC105371705	lncRNA
LINC01992	lncRNA
LOC105371709	lncRNA
LOC105371710	lncRNA
LOC105371711	lncRNA
LOC105371712	lncRNA
LOC105371716	lncRNA
LOC105371720	lncRNA
LOC105371721	lncRNA
LOC105371722	lncRNA
LOC105371723	lncRNA
LOC105371725	lncRNA
LOC105371729	lncRNA
LOC105371730	lncRNA
LOC105371731	lncRNA
LOC105371734	lncRNA
LOC105371735	lncRNA
LOC105371737	lncRNA
LOC105371738	lncRNA
LOC105371739	lncRNA
LOC105371740	lncRNA
LOC105371742	lncRNA
SNHG30	lncRNA
LOC105371745	lncRNA
LOC105371746	lncRNA
LOC105371747	lncRNA
LOC105371749	lncRNA
LOC105371750	lncRNA
LOC105371751	lncRNA
LOC105371753	lncRNA
LOC105371754	lncRNA
LOC105371755	lncRNA
LOC105371756	lncRNA
LOC105371757	lncRNA
LOC105371760	lncRNA
LOC105371761	lncRNA
LOC105371762	lncRNA
LOC105371763	lncRNA
LINC02079	lncRNA
LOC105371767	lncRNA
LOC105371768	lncRNA
LOC105371770	lncRNA
LOC105371771	lncRNA
LOC105371773	lncRNA
LOC105371775	lncRNA
LOC105371776	lncRNA
LOC105371777	lncRNA
LOC105371778	lncRNA
RAB5C-AS1	lncRNA
LOC105371785	lncRNA
LINC02594	lncRNA
LOC105371787	lncRNA
LOC105371789	lncRNA
LOC105371790	lncRNA
LOC105371791	lncRNA
LOC105371792	lncRNA
LOC105371793	lncRNA
LOC105371795	lncRNA
LOC105371796	lncRNA
LINC01974	lncRNA
LOC105371799	lncRNA
LOC105371800	lncRNA
LOC105371802	lncRNA
SKAP1-AS2	lncRNA
LOC105371808	lncRNA
LINC02086	lncRNA
LOC105371811	lncRNA
LOC105371812	lncRNA
LOC105371813	lncRNA
LOC105371814	lncRNA
LOC105371818	lncRNA
LOC105371822	lncRNA
LOC105371824	lncRNA
LOC105371825	lncRNA
LINC02073	lncRNA
LOC105371829	lncRNA
LINC01982	lncRNA
LINC02089	lncRNA
LOC105371836	lncRNA
LOC105371840	lncRNA
LOC105371841	lncRNA
LOC105371842	lncRNA
LOC105371843	lncRNA
LOC105371845	lncRNA
LOC105371847	lncRNA
LOC105371848	lncRNA
HEATR6-DT	lncRNA
LOC105371850	lncRNA
LOC105371853	lncRNA
LOC105371854	lncRNA
LOC105371855	lncRNA
LOC105371856	lncRNA
LOC105371858	lncRNA
LOC105371860	lncRNA
LOC105371864	lncRNA
LOC105371867	lncRNA
LOC105371870	lncRNA
LOC105371874	lncRNA
LOC105371878	lncRNA
LOC105371879	lncRNA
LOC105371880	lncRNA
LOC105371881	lncRNA
LOC105371882	lncRNA
LOC105371884	lncRNA
LOC105371887	lncRNA
LOC105371888	lncRNA
LOC105371891	lncRNA
SLC9A3R1-AS1	lncRNA
LOC105371894	lncRNA
LOC105371896	lncRNA
LOC105371899	lncRNA
LOC105371901	lncRNA
LOC105371903	lncRNA
LACAT1	lncRNA
SEPTIN9-DT	lncRNA
LOC105371908	lncRNA
LOC105371909	lncRNA
LOC105371910	lncRNA
LOC105371912	lncRNA
LINC01977	lncRNA
LOC105371922	lncRNA
LOC105371925	lncRNA
LOC105371926	lncRNA
LINC01971	lncRNA
LOC105371929	lncRNA
LOC105371933	lncRNA
LOC105371936	lncRNA
LOC105371939	lncRNA
NARF-AS2	lncRNA
LOC105371942	lncRNA
LOC105371948	lncRNA
LOC105371950	lncRNA
LOC105371951	lncRNA
LOC105371952	lncRNA
LOC105371953	lncRNA
LOC105371954	lncRNA
LOC105371956	lncRNA
LOC105371957	lncRNA
LOC105371958	lncRNA
LOC105371959	lncRNA
LOC105371960	lncRNA
LOC105371961	lncRNA
LOC105371963	lncRNA
LINC01895	lncRNA
LOC105371965	lncRNA
LOC105371967	lncRNA
LOC105371968	lncRNA
LINC01892	lncRNA
LOC105371970	lncRNA
LOC105371972	lncRNA
LOC105371973	lncRNA
LOC105371974	lncRNA
LOC105371975	lncRNA
LOC105371976	lncRNA
LOC105371980	lncRNA
LOC105371981	lncRNA
LOC105371982	lncRNA
LOC105371983	lncRNA
LOC105371984	lncRNA
LOC105371985	lncRNA
LOC105371986	lncRNA
LOC105371988	lncRNA
LOC105371989	lncRNA
LOC105371993	lncRNA
LINC01928	lncRNA
LOC105371995	lncRNA
LOC105371996	lncRNA
LOC105371998	lncRNA
LOC105372003	lncRNA
LOC105372004	lncRNA
LOC105372005	lncRNA
LOC105372006	lncRNA
LOC105372007	lncRNA
LOC105372008	lncRNA
LINC01906	lncRNA
LOC105372010	lncRNA
LOC105372016	lncRNA
LOC105372017	lncRNA
LOC105372018	lncRNA
LOC105372019	lncRNA
LOC105372026	lncRNA
LOC105372027	lncRNA
LOC105372028	lncRNA
LOC105372029	lncRNA
LINC01894	lncRNA
LOC105372031	lncRNA
LOC105372035	lncRNA
LOC105372036	lncRNA
LINC01908	lncRNA
LOC105372038	lncRNA
LOC105372040	lncRNA
LOC105372041	lncRNA
LOC105372042	lncRNA
LOC105372043	lncRNA
