Gene Name	Gene type
SNORA11G	snoRNA
SNORA15B-1	snoRNA
SNORA20B	snoRNA
SNORA22B	snoRNA
SNORA22C	snoRNA
SNORA31B	snoRNA
SNORA40B	snoRNA
SNORA40C	snoRNA
SNORA48B	snoRNA
SNORA63C	snoRNA
SNORA63D	snoRNA
SNORA68B	snoRNA
SNORA70J	snoRNA
SNORA74C-1	snoRNA
SNORA74D	snoRNA
SNORA79B	snoRNA
SNORA9B	snoRNA
SNORD31B	snoRNA
SNORD38D	snoRNA
SNORD65B	snoRNA
SNORD65C	snoRNA
SNORD77B	snoRNA
SNORD3F	snoRNA
SNORD3G	snoRNA
SNORD3J	snoRNA
SNORD13F	snoRNA
SNORD13G	snoRNA
SNORD13I	snoRNA
SNORD13C	snoRNA
SNORD13D	snoRNA
SNORD19C	snoRNA
SNORA30B	snoRNA
SNORA70H	snoRNA
SNORA75B	snoRNA
SNORD70B	snoRNA
SNORD3I	snoRNA
SNORA3C	snoRNA
SNORA50B	snoRNA
SNORA80D	snoRNA
SNORA11F	snoRNA
SNORA1B	snoRNA
SNORA21B	snoRNA
SNORA24B	snoRNA
SNORA35B	snoRNA
SNORA41B	snoRNA
SNORA63B	snoRNA
SNORA63E	snoRNA
SNORA70I	snoRNA
SNORA74C-2	snoRNA
SNORA77B	snoRNA
SNORD28B	snoRNA
SNORD53B	snoRNA
SNORD63B	snoRNA
SNORD74B	snoRNA
SNORD3E	snoRNA
SNORD3H	snoRNA
SNORD3K	snoRNA
SNORD13H	snoRNA
SNORD13B-1	snoRNA
SNORD13E	snoRNA
SNORD13B-2	snoRNA
SNORA15B-2	snoRNA
SNORA58B	snoRNA
SNORD38C	snoRNA
SNORD13J	snoRNA
SNORD155	snoRNA
SNORD157	snoRNA
SNORD159	snoRNA
SNORD161	snoRNA
SNORD162	snoRNA
SNORD165	snoRNA
SNORD167	snoRNA
SNORD168	snoRNA
SNORD170	snoRNA
SNORA25B	snoRNA
SNORD138	snoRNA
SNORA113	snoRNA
SNORA116	snoRNA
SNORA117	snoRNA
SNORA119	snoRNA
SNORD147	snoRNA
SNORD148	snoRNA
SNORD150	snoRNA
SNORD151	snoRNA
SNORD175	snoRNA
SNORD158	snoRNA
SNORD172	snoRNA
SNORD145	snoRNA
SNORD152	snoRNA
SNORD154	snoRNA
SNORD156	snoRNA
SNORD160	snoRNA
SNORD163	snoRNA
SNORD166	snoRNA
SNORD169	snoRNA
SNORD173	snoRNA
SNORA112	snoRNA
SNORA115	snoRNA
SNORA118	snoRNA
SNORD146	snoRNA
SNORD149	snoRNA
SNORD153	snoRNA
SNORD164	snoRNA
SNORA114	snoRNA
SNORA120	snoRNA
SNORD15B	snoRNA
SNORD73B	snoRNA
SNORD139	snoRNA
SNORD83A	snoRNA
SNORD83B	snoRNA
LOC124900174	snoRNA
LOC124900175	snoRNA
LOC124900176	snoRNA
LOC124900179	snoRNA
LOC124900180	snoRNA
LOC124900181	snoRNA
LOC124900184	snoRNA
LOC124900185	snoRNA
LOC124900186	snoRNA
LOC124900187	snoRNA
LOC124900188	snoRNA
LOC124900196	snoRNA
LOC124900197	snoRNA
LOC124900198	snoRNA
LOC124900199	snoRNA
LOC124900200	snoRNA
LOC124900201	snoRNA
LOC124900202	snoRNA
LOC124900203	snoRNA
LOC124900204	snoRNA
LOC124900205	snoRNA
LOC124900207	snoRNA
LOC124900208	snoRNA
LOC124900209	snoRNA
LOC124900212	snoRNA
LOC124900219	snoRNA
LOC124900220	snoRNA
LOC124900221	snoRNA
LOC124900222	snoRNA
LOC124900223	snoRNA
LOC124900225	snoRNA
LOC124900226	snoRNA
LOC124900227	snoRNA
LOC124900228	snoRNA
LOC124900229	snoRNA
LOC124900230	snoRNA
LOC124900235	snoRNA
LOC124900236	snoRNA
LOC124900237	snoRNA
LOC124900238	snoRNA
LOC124900239	snoRNA
LOC124900240	snoRNA
LOC124900241	snoRNA
LOC124900243	snoRNA
LOC124900244	snoRNA
LOC124900245	snoRNA
LOC124900246	snoRNA
LOC124900247	snoRNA
LOC124900256	snoRNA
LOC124900257	snoRNA
LOC124900259	snoRNA
LOC124900260	snoRNA
LOC124900264	snoRNA
LOC124900266	snoRNA
LOC124900267	snoRNA
LOC124900268	snoRNA
LOC124900269	snoRNA
LOC124900270	snoRNA
LOC124900271	snoRNA
LOC124900277	snoRNA
LOC124900282	snoRNA
LOC124900283	snoRNA
LOC124900291	snoRNA
LOC124900293	snoRNA
LOC124900294	snoRNA
LOC124900295	snoRNA
LOC124900296	snoRNA
LOC124900297	snoRNA
LOC124900298	snoRNA
LOC124900300	snoRNA
LOC124900304	snoRNA
LOC124900305	snoRNA
LOC124900306	snoRNA
LOC124900308	snoRNA
LOC124900309	snoRNA
LOC124900310	snoRNA
LOC124900311	snoRNA
LOC124900314	snoRNA
LOC124900318	snoRNA
LOC124900319	snoRNA
LOC124900320	snoRNA
LOC124900322	snoRNA
LOC124900323	snoRNA
LOC124900324	snoRNA
LOC124900325	snoRNA
LOC124900327	snoRNA
LOC124900328	snoRNA
LOC124900329	snoRNA
LOC124900330	snoRNA
LOC124900332	snoRNA
LOC124900333	snoRNA
LOC124900339	snoRNA
LOC124900341	snoRNA
LOC124900343	snoRNA
LOC124900344	snoRNA
LOC124900345	snoRNA
LOC124900346	snoRNA
LOC124900347	snoRNA
LOC124900349	snoRNA
LOC124900350	snoRNA
LOC124900351	snoRNA
LOC124900353	snoRNA
LOC124900356	snoRNA
LOC124900357	snoRNA
LOC124900358	snoRNA
LOC124900359	snoRNA
LOC124900362	snoRNA
LOC124900363	snoRNA
LOC124900364	snoRNA
LOC124900365	snoRNA
LOC124900366	snoRNA
LOC124900367	snoRNA
LOC124900368	snoRNA
LOC124900370	snoRNA
LOC124900371	snoRNA
LOC124900377	snoRNA
LOC124900378	snoRNA
LOC124900379	snoRNA
LOC124900382	snoRNA
LOC124900383	snoRNA
LOC124900393	snoRNA
LOC124900395	snoRNA
LOC124900396	snoRNA
LOC124900398	snoRNA
LOC124900399	snoRNA
LOC124900400	snoRNA
LOC124900406	snoRNA
LOC124900407	snoRNA
LOC124900409	snoRNA
LOC124900410	snoRNA
LOC124900411	snoRNA
LOC124900419	snoRNA
LOC124900421	snoRNA
LOC124900422	snoRNA
LOC124900423	snoRNA
LOC124900425	snoRNA
LOC124900426	snoRNA
LOC124900428	snoRNA
LOC124900429	snoRNA
LOC124900430	snoRNA
LOC124900434	snoRNA
LOC124900435	snoRNA
LOC124900437	snoRNA
LOC124900438	snoRNA
LOC124900439	snoRNA
LOC124900444	snoRNA
LOC124900447	snoRNA
LOC124900448	snoRNA
LOC124900450	snoRNA
LOC124900451	snoRNA
LOC124900452	snoRNA
LOC124900457	snoRNA
LOC124900460	snoRNA
LOC124900462	snoRNA
LOC124900463	snoRNA
LOC124900464	snoRNA
LOC124900469	snoRNA
LOC124900470	snoRNA
LOC124900472	snoRNA
LOC124900473	snoRNA
LOC124900474	snoRNA
LOC124900475	snoRNA
LOC124900481	snoRNA
LOC124900485	snoRNA
LOC124900490	snoRNA
LOC124900491	snoRNA
LOC124900492	snoRNA
LOC124900495	snoRNA
LOC124900496	snoRNA
LOC124900497	snoRNA
LOC124900498	snoRNA
LOC124900501	snoRNA
LOC124900502	snoRNA
LOC124900503	snoRNA
LOC124900504	snoRNA
LOC124900505	snoRNA
LOC124900506	snoRNA
LOC124900507	snoRNA
LOC124900508	snoRNA
LOC124900517	snoRNA
LOC124900518	snoRNA
LOC124900519	snoRNA
LOC124900520	snoRNA
LOC124900521	snoRNA
LOC124900522	snoRNA
LOC124900524	snoRNA
LOC124900525	snoRNA
LOC124900526	snoRNA
LOC124900530	snoRNA
LOC124900531	snoRNA
LOC124900532	snoRNA
LOC124900533	snoRNA
LOC124900534	snoRNA
LOC124900537	snoRNA
LOC124900538	snoRNA
LOC124900539	snoRNA
LOC124900540	snoRNA
LOC124900542	snoRNA
LOC124900551	snoRNA
LOC124900552	snoRNA
LOC124900554	snoRNA
LOC124900555	snoRNA
LOC124900556	snoRNA
LOC124900557	snoRNA
LOC124900558	snoRNA
LOC124900559	snoRNA
LOC124900560	snoRNA
LOC124900561	snoRNA
LOC124900562	snoRNA
LOC124900563	snoRNA
LOC124900564	snoRNA
LOC124900566	snoRNA
LOC124900890	snoRNA
LOC124900891	snoRNA
LOC124900892	snoRNA
LOC124900893	snoRNA
LOC124900894	snoRNA
LOC124900895	snoRNA
LOC124900896	snoRNA
LOC124900897	snoRNA
LOC124900898	snoRNA
LOC124900899	snoRNA
LOC124900900	snoRNA
LOC124900901	snoRNA
LOC124900902	snoRNA
LOC124900903	snoRNA
LOC124900904	snoRNA
LOC124900905	snoRNA
LOC124900906	snoRNA
LOC124900907	snoRNA
LOC124900908	snoRNA
LOC124900909	snoRNA
LOC124900910	snoRNA
LOC124900911	snoRNA
LOC124900922	snoRNA
LOC124901195	snoRNA
LOC124901196	snoRNA
LOC124901197	snoRNA
LOC124901198	snoRNA
LOC124901199	snoRNA
LOC124901200	snoRNA
LOC124901201	snoRNA
LOC124901202	snoRNA
LOC124901203	snoRNA
LOC124901204	snoRNA
LOC124901205	snoRNA
LOC124901206	snoRNA
LOC124901207	snoRNA
LOC124901208	snoRNA
LOC124901209	snoRNA
LOC124901210	snoRNA
LOC124901211	snoRNA
LOC124901212	snoRNA
LOC124901213	snoRNA
LOC124901220	snoRNA
LOC124901221	snoRNA
LOC124901505	snoRNA
LOC124901506	snoRNA
LOC124901507	snoRNA
LOC124901508	snoRNA
LOC124901509	snoRNA
LOC124901526	snoRNA
LOC124901527	snoRNA
LOC124901528	snoRNA
LOC124901529	snoRNA
LOC124901530	snoRNA
LOC124901531	snoRNA
LOC124901532	snoRNA
LOC124901533	snoRNA
LOC124901534	snoRNA
LOC124901535	snoRNA
LOC124901536	snoRNA
LOC124901537	snoRNA
LOC124901538	snoRNA
LOC124901539	snoRNA
LOC124901540	snoRNA
LOC124901541	snoRNA
LOC124901542	snoRNA
LOC124901543	snoRNA
LOC124901544	snoRNA
LOC124901545	snoRNA
LOC124901826	snoRNA
LOC124901827	snoRNA
LOC124901828	snoRNA
LOC124901829	snoRNA
LOC124901830	snoRNA
LOC124901831	snoRNA
LOC124901832	snoRNA
LOC124901833	snoRNA
LOC124901834	snoRNA
LOC124901835	snoRNA
LOC124901836	snoRNA
LOC124901837	snoRNA
LOC124901838	snoRNA
LOC124901839	snoRNA
LOC124901841	snoRNA
LOC124901842	snoRNA
LOC124901843	snoRNA
LOC124901844	snoRNA
LOC124901846	snoRNA
LOC124901847	snoRNA
LOC124901848	snoRNA
LOC124901850	snoRNA
LOC124901854	snoRNA
LOC124901858	snoRNA
LOC124901859	snoRNA
LOC124901860	snoRNA
LOC124902078	snoRNA
LOC124902079	snoRNA
LOC124902080	snoRNA
LOC124902081	snoRNA
LOC124902082	snoRNA
LOC124902083	snoRNA
LOC124902084	snoRNA
LOC124902085	snoRNA
LOC124902087	snoRNA
LOC124902088	snoRNA
LOC124902089	snoRNA
LOC124902090	snoRNA
LOC124902091	snoRNA
LOC124902094	snoRNA
LOC124902095	snoRNA
LOC124902100	snoRNA
LOC124902101	snoRNA
LOC124902338	snoRNA
LOC124902339	snoRNA
LOC124902340	snoRNA
LOC124902341	snoRNA
LOC124902342	snoRNA
LOC124902343	snoRNA
LOC124902344	snoRNA
LOC124902345	snoRNA
LOC124902346	snoRNA
LOC124902347	snoRNA
LOC124902348	snoRNA
LOC124902349	snoRNA
LOC124902352	snoRNA
LOC124902353	snoRNA
LOC124902572	snoRNA
LOC124902573	snoRNA
LOC124902574	snoRNA
LOC124902575	snoRNA
LOC124902576	snoRNA
LOC124902577	snoRNA
LOC124902578	snoRNA
LOC124902579	snoRNA
LOC124902580	snoRNA
LOC124902581	snoRNA
LOC124902582	snoRNA
LOC124902583	snoRNA
LOC124902584	snoRNA
LOC124902585	snoRNA
LOC124902586	snoRNA
LOC124902587	snoRNA
LOC124902588	snoRNA
LOC124902589	snoRNA
LOC124902595	snoRNA
LOC124902596	snoRNA
LOC124902824	snoRNA
LOC124902825	snoRNA
LOC124902826	snoRNA
LOC124902827	snoRNA
LOC124902828	snoRNA
LOC124902829	snoRNA
LOC124902830	snoRNA
LOC124902831	snoRNA
LOC124902832	snoRNA
LOC124902833	snoRNA
LOC124902834	snoRNA
LOC124902835	snoRNA
LOC124902836	snoRNA
LOC124902839	snoRNA
LOC124902840	snoRNA
LOC124902847	snoRNA
LOC124903098	snoRNA
LOC124903099	snoRNA
LOC124903100	snoRNA
LOC124903101	snoRNA
LOC124903102	snoRNA
LOC124903103	snoRNA
LOC124903104	snoRNA
LOC124903105	snoRNA
LOC124903106	snoRNA
LOC124903107	snoRNA
LOC124903108	snoRNA
LOC124903110	snoRNA
LOC124903111	snoRNA
LOC124903113	snoRNA
LOC124903114	snoRNA
LOC124903116	snoRNA
LOC124903119	snoRNA
LOC124903255	snoRNA
LOC124903256	snoRNA
LOC124903257	snoRNA
LOC124903258	snoRNA
LOC124903259	snoRNA
LOC124903260	snoRNA
LOC124903261	snoRNA
LOC124903262	snoRNA
LOC124903263	snoRNA
LOC124903264	snoRNA
LOC124903265	snoRNA
LOC124903266	snoRNA
LOC124903267	snoRNA
LOC124903268	snoRNA
LOC124903269	snoRNA
LOC124903270	snoRNA
LOC124903416	snoRNA
LOC124903418	snoRNA
LOC124903419	snoRNA
LOC124903420	snoRNA
LOC124903421	snoRNA
LOC124903422	snoRNA
LOC124903423	snoRNA
LOC124903424	snoRNA
LOC124903425	snoRNA
LOC124903426	snoRNA
LOC124903427	snoRNA
LOC124903428	snoRNA
LOC124903431	snoRNA
LOC124903435	snoRNA
LOC124903436	snoRNA
LOC124903590	snoRNA
LOC124903594	snoRNA
LOC124903595	snoRNA
LOC124903596	snoRNA
LOC124903598	snoRNA
LOC124903599	snoRNA
LOC124903600	snoRNA
LOC124903601	snoRNA
LOC124903602	snoRNA
LOC124903604	snoRNA
LOC124903605	snoRNA
LOC124903606	snoRNA
LOC124903607	snoRNA
LOC124903609	snoRNA
LOC124903610	snoRNA
LOC124903611	snoRNA
LOC124903612	snoRNA
LOC124903784	snoRNA
LOC124903785	snoRNA
LOC124903786	snoRNA
LOC124903787	snoRNA
LOC124903789	snoRNA
LOC124903790	snoRNA
LOC124903791	snoRNA
LOC124903792	snoRNA
LOC124903793	snoRNA
LOC124903794	snoRNA
LOC124903795	snoRNA
LOC124903796	snoRNA
LOC124903797	snoRNA
LOC124903798	snoRNA
LOC124903799	snoRNA
LOC124903800	snoRNA
LOC124903801	snoRNA
LOC124903802	snoRNA
LOC124903803	snoRNA
LOC124903805	snoRNA
LOC124903806	snoRNA
LOC124903808	snoRNA
LOC124904114	snoRNA
LOC124904116	snoRNA
LOC124904117	snoRNA
LOC124904118	snoRNA
LOC124904120	snoRNA
LOC124904121	snoRNA
LOC124904123	snoRNA
LOC124904124	snoRNA
LOC124904125	snoRNA
LOC124904127	snoRNA
LOC124904128	snoRNA
LOC124904129	snoRNA
LOC124904130	snoRNA
LOC124904151	snoRNA
LOC124904362	snoRNA
LOC124904363	snoRNA
LOC124904365	snoRNA
LOC124904366	snoRNA
LOC124904367	snoRNA
LOC124904368	snoRNA
LOC124904369	snoRNA
LOC124904370	snoRNA
LOC124904371	snoRNA
LOC124904373	snoRNA
LOC124904378	snoRNA
LOC124904380	snoRNA
LOC124904381	snoRNA
LOC124904666	snoRNA
LOC124904668	snoRNA
LOC124904669	snoRNA
LOC124904778	snoRNA
LOC124904795	snoRNA
LOC124904796	snoRNA
LOC124904797	snoRNA
LOC124904798	snoRNA
LOC124904802	snoRNA
LOC124904804	snoRNA
LOC124904806	snoRNA
LOC124904807	snoRNA
LOC124904808	snoRNA
LOC124904810	snoRNA
LOC124904811	snoRNA
LOC124904812	snoRNA
LOC124904813	snoRNA
LOC124904814	snoRNA
LOC124904815	snoRNA
LOC124904816	snoRNA
LOC124904817	snoRNA
LOC124904818	snoRNA
LOC124904819	snoRNA
LOC124904820	snoRNA
LOC124904821	snoRNA
LOC124904822	snoRNA
LOC124904823	snoRNA
LOC124904824	snoRNA
LOC124904825	snoRNA
LOC124904826	snoRNA
LOC124904827	snoRNA
LOC124904828	snoRNA
LOC124904829	snoRNA
LOC124904830	snoRNA
LOC124904831	snoRNA
LOC124904832	snoRNA
LOC124904833	snoRNA
LOC124904834	snoRNA
LOC124904835	snoRNA
LOC124904836	snoRNA
LOC124904837	snoRNA
LOC124904838	snoRNA
LOC124904839	snoRNA
LOC124904840	snoRNA
LOC124904842	snoRNA
LOC124904843	snoRNA
LOC124904847	snoRNA
LOC124904848	snoRNA
LOC124904853	snoRNA
LOC124904974	snoRNA
LOC124904975	snoRNA
LOC124904976	snoRNA
LOC124904978	snoRNA
LOC124904979	snoRNA
LOC124904980	snoRNA
LOC124904983	snoRNA
LOC124905065	snoRNA
LOC124905068	snoRNA
LOC124905069	snoRNA
LOC124905070	snoRNA
LOC124905071	snoRNA
LOC124905072	snoRNA
LOC124905073	snoRNA
LOC124905074	snoRNA
LOC124905157	snoRNA
LOC124905158	snoRNA
LOC124905159	snoRNA
LOC124905171	snoRNA
LOC124905266	snoRNA
LOC124905268	snoRNA
LOC124905269	snoRNA
LOC124905270	snoRNA
LOC124905271	snoRNA
LOC124905272	snoRNA
LOC124905273	snoRNA
LOC124905275	snoRNA
LOC124905276	snoRNA
LOC124905277	snoRNA
LOC124905278	snoRNA
LOC124905279	snoRNA
LOC124905280	snoRNA
LOC124905282	snoRNA
LOC124905283	snoRNA
LOC124905290	snoRNA
LOC124905291	snoRNA
LOC124905292	snoRNA
LOC124905328	snoRNA
LOC124905404	snoRNA
LOC124905415	snoRNA
LOC124905419	snoRNA
LOC124905420	snoRNA
LOC124905439	snoRNA
LOC124905520	snoRNA
LOC124905594	snoRNA
LOC124906140	snoRNA
LOC124906141	snoRNA
LOC124906142	snoRNA
LOC124906143	snoRNA
LOC124906144	snoRNA
LOC124906145	snoRNA
LOC124906146	snoRNA
LOC124906147	snoRNA
LOC124906148	snoRNA
LOC124906149	snoRNA
LOC124906150	snoRNA
LOC124906151	snoRNA
LOC124906152	snoRNA
LOC124906153	snoRNA
LOC124906154	snoRNA
LOC124906155	snoRNA
LOC124906156	snoRNA
LOC124906158	snoRNA
LOC124906159	snoRNA
LOC124906160	snoRNA
LOC124906161	snoRNA
LOC124906162	snoRNA
LOC124906163	snoRNA
LOC124906164	snoRNA
LOC124906165	snoRNA
LOC124906166	snoRNA
LOC124906167	snoRNA
LOC124906169	snoRNA
LOC124906170	snoRNA
LOC124906171	snoRNA
LOC124906172	snoRNA
LOC124906173	snoRNA
LOC124906176	snoRNA
LOC124906177	snoRNA
LOC124906178	snoRNA
LOC124906179	snoRNA
LOC124906180	snoRNA
LOC124906181	snoRNA
LOC124906184	snoRNA
LOC124906185	snoRNA
LOC124906189	snoRNA
LOC124906193	snoRNA
LOC124906194	snoRNA
LOC124906195	snoRNA
LOC124906345	snoRNA
LOC124906346	snoRNA
LOC124906347	snoRNA
LOC124906348	snoRNA
LOC124906349	snoRNA
LOC124906350	snoRNA
LOC124906351	snoRNA
LOC124906352	snoRNA
LOC124906353	snoRNA
LOC124906354	snoRNA
LOC124906355	snoRNA
LOC124906356	snoRNA
LOC124906357	snoRNA
LOC124906358	snoRNA
LOC124906360	snoRNA
LOC124906361	snoRNA
LOC124906362	snoRNA
LOC124906363	snoRNA
LOC124906364	snoRNA
LOC124906365	snoRNA
LOC124906366	snoRNA
LOC124906367	snoRNA
LOC124906368	snoRNA
LOC124906369	snoRNA
LOC124906370	snoRNA
LOC124906371	snoRNA
LOC124906372	snoRNA
LOC124906377	snoRNA
LOC124906378	snoRNA
LOC124906379	snoRNA
LOC124906380	snoRNA
LOC124906381	snoRNA
LOC124906382	snoRNA
SNORD82	snoRNA
SNORD12C	snoRNA
RNU105C	snoRNA
RNU105B	snoRNA
SNORA73B	snoRNA
SNORD81	snoRNA
SNORD79	snoRNA
SNORD102	snoRNA
SNORD4B	snoRNA
SNORD4A	snoRNA
SNORD80	snoRNA
SNORA72	snoRNA
SNORA71B	snoRNA
SNORA71A	snoRNA
SNORA70	snoRNA
SNORA69	snoRNA
SNORA68	snoRNA
SNORA67	snoRNA
SNORA66	snoRNA
SNORA65	snoRNA
SNORA64	snoRNA
SNORD63	snoRNA
SNORD62A	snoRNA
SNORD61	snoRNA
SNORD60	snoRNA
SNORD59A	snoRNA
SNORD58B	snoRNA
SNORD58A	snoRNA
SNORD57	snoRNA
SNORD56	snoRNA
SNORD54	snoRNA
SNORD53	snoRNA
SNORD52	snoRNA
SNORD51	snoRNA
SNORD50A	snoRNA
SNORD49A	snoRNA
SNORD48	snoRNA
SNORD47	snoRNA
SNORD45B	snoRNA
SNORD45A	snoRNA
SNORD44	snoRNA
SNORD43	snoRNA
SNORD42B	snoRNA
SNORD42A	snoRNA
SNORD41	snoRNA
SNORD55	snoRNA
SNORD37	snoRNA
SNORD36C	snoRNA
SNORD36B	snoRNA
SNORD36A	snoRNA
SNORD35A	snoRNA
SNORD34	snoRNA
SNORD33	snoRNA
SNORD32A	snoRNA
SNORD24	snoRNA
SNORA74A	snoRNA
SNORD14A	snoRNA
SNORD3P3	snoRNA
SNORD3B-1	snoRNA
SNORD8	snoRNA
SNORD56B	snoRNA
SNORD108	snoRNA
SNORD109A	snoRNA
SNORD109B	snoRNA
SNORD115-1	snoRNA
SNORD64	snoRNA
SNORA6	snoRNA
SNORA10	snoRNA
SNORD101	snoRNA
SNORD100	snoRNA
SNORA33	snoRNA
SNORD16	snoRNA
SNORD18A	snoRNA
SNORD18B	snoRNA
SNORD18C	snoRNA
SNORA63	snoRNA
SNORA62	snoRNA
SNORD68	snoRNA
SNORD15A	snoRNA
SNORA73A	snoRNA
SNORD20	snoRNA
SNORD21	snoRNA
SNORD74	snoRNA
SNORA27	snoRNA
SNORA21	snoRNA
SNORA3A	snoRNA
SNORA7A	snoRNA
SNORD72	snoRNA
SNORA52	snoRNA
SNORD2	snoRNA
SNORA4	snoRNA
SNORA41	snoRNA
SNORD95	snoRNA
SNORD96A	snoRNA
SNORA19	snoRNA
SNORD87	snoRNA
SNORA48	snoRNA
SNORD10	snoRNA
SNORA5A	snoRNA
SNORA8	snoRNA
SNORA75	snoRNA
SNORA13	snoRNA
SNORA1	snoRNA
SNORA2A	snoRNA
SNORA2B	snoRNA
SNORA5B	snoRNA
SNORA5C	snoRNA
SNORA7B	snoRNA
SNORA9	snoRNA
SNORA11	snoRNA
SNORA12	snoRNA
SNORA14A	snoRNA
SNORA14B	snoRNA
SNORA15	snoRNA
SNORA17A	snoRNA
