LOC124904137,11957,1415.7674603426449
LOC124904136,11889,1407.715926738622
LOC124904135,11861,1404.40058937226
RNU11,11857,1403.9269697484938
RNU2-1,11789,1395.875436144471
RNA28SN1,11701,1385.455804421618
RN7SK,11486,1359.9987496441934
LOC124904140,11485,1359.8803447382518
TRE-CTC1-4,11478,1359.0515103966611
MIR144,11423,1352.539240569878
LOC124904139,11379,1347.3294247084516
RNY5,11151,1320.3331061537872
ND3,11124,1317.1361736933663
TRNH,10911,1291.9159287278244
TRD-GTC2-3,10548,1248.934947871056
MIR15B,10018,1186.1803477220553
TRK-CTT1-1,9523,1127.5699192810075
TRD-GTC2-2,9498,1124.6097966324699
FTH1,9462,1120.3472200185754
TRNC,9307,1101.9944595976413
TRE-CTC1-3,8975,1062.6840308250596
MIR20A,8793,1041.1343379437046
TRD-GTC2-1,8373,991.40427744827
PPBP,8226,973.998756274868
SNORD3A,8225,973.8803513689264
MIR103A1,8154,965.4736030470792
TRD-GTC2-7,8050,953.1594928291621
TRNL2,7952,941.555812046894
SLCO5A1,7879,932.9122539131638
TRE-CTC1-2,7834,927.5840331457957
RPS8,7569,896.2067330712954
TRAK2,7566,895.8515183534709
RPS27,7534,892.0625613633425
TRG-CCC2-2,7047,834.3993721698267
MIR92A2,6972,825.5190042242135
PPP5C,6792,804.2061211547415
TRNN,6282,743.819619124571
ACTB,6243,739.2018277928521
MTND2P28,6049,716.231276040199
MIR17,5933,702.4963069509837
RNY4P31,5759,681.8938533171607
TRD-GTC2-11,5634,667.093240074472
RPS6,5595,662.4754487427531
RPS29,5583,661.0545898714548
TRE-TTC2-2,5492,650.2797434307773
FTL,5366,635.360725282147
TRD-GTC1-1,5363,635.0055105643224
TRG-GCC2-6,5281,625.2963082771186
BNIP3L,5256,622.3361856285809
RPS24,5235,619.8496826038091
LOC124904145,5178,613.100602965143
TPT1,5172,612.390173529494
RPL10,5118,605.9963086086524
RPL6,5116,605.7594987967694
MIR93,5084,601.970541806641
TRNE,4636,548.9251439448441
RPL34,4628,547.977904697312
RPL32,4625,547.6226899794875
SEPTIN9,4543,537.9134876922836
MIRLET7I,4437,525.3625676624835
LOC124904146,4417,522.9944695436533
RNU4-1,4351,515.1797457515136
LOC124904616,4337,513.5220770683324
MIR21,4333,513.0484574445663
TRD-GTC2-9,4234,501.32637175635676
RNU6-9,4129,488.8938566324981
TRD-GTC2-6,4001,473.7380286719848
RPL37,3945,467.1073539392602
TRNG,3931,465.449685256079
RPL13A,3920,464.1472312907224
RPS23,3840,454.67483881540153
HEMGN,3758,444.96563652819765
MBNL3,3694,437.387722547941
MIR19B1,3619,428.50735460232767
TRG-GCC2-3,3614,427.91533007262007
MTATP6P1,3555,420.92944062207096
MIR25,3544,419.62698665671434
TRD-GTC2-8,3499,414.2987658893464
MIRLET7B,3491,413.35152664181425
MIR101-1,3484,412.5226923002237
TRE-TTC1-1,3475,411.4570481467501
TRE-TTC1-2,3474,411.33864324080855
RPL35A,3437,406.9576617209727
RPS11,3321,393.2226926317574
RPL3,3299,390.6177847010442
RPLP2,3272,387.42085224062345
RPS12,3240,383.63189525049506
MIR29C,3238,383.39508543861206
MIRLET7G,3177,376.1723861761799
RPS20,3125,370.01533106722127
RPL19,3120,369.4233065375138
PABPC1,3106,367.7656378543326
RPL31,3076,364.2134906760873
RPLP1,3053,361.49017783943253
RPS15A,3016,357.1091963195966
RPL11,3010,356.3987668839476
MIR101-2,2989,353.9122638591758
TRE-CTC1-7,2988,353.7938589532343
TENT5C,2950,349.29447252745695
RPL13,2948,349.0576627155739
EEF1A1P5,2901,343.49263213632287
RNY4P10,2889,342.0717732650248
YBX1,2887,341.8349634531417
RPL15,2883,341.3613438293757
MIR107,2850,337.4539819333058
RPL26,2845,336.8619574035983
SLC4A1,2838,336.0331230620077
H3-3A,2796,331.0601170124643
RNY4P21,2760,326.7975403985698
TRNR,2757,326.44232568074534
UBA52,2738,324.19263246785664
RPS17,2735,323.8374177500321
RPL12,2727,322.8901785025
RPS27A,2708,320.6404852896113
S100A8,2703,320.0484607599037
RPL41,2627,311.0496879083489
RPS3,2610,309.0368045073432
RPL23,2533,299.9196267498469
RNU12,2529,299.4460071260809
PTMA,2481,293.7625716408884
UBB,2462,291.5128784279996
MIR106B,2429,287.60551653192977
RNU6-2,2399,284.05336935368445
RPL5,2389,282.86932029426936
DCAF12,2388,282.7509153883278
RPL23A,2332,276.1202406556032
SNORD3C,2294,271.6208542298258
RPS2,2280,269.9631855466447
RPL39,2278,269.72637573476163
S100A9,2278,269.72637573476163
EPB41,2224,263.33251081392007
RPL38,2215,262.26686666044645
RPS21,2213,262.03005684856345
TRNS2,2210,261.6748421307389
NAP1L1,2210,261.6748421307389
TXNIP,2185,258.71471948220113
RPL4,2177,257.76748023466905
TRG-TCC1-1,2172,257.1754557049615
RPL27,2135,252.7944741851256
RPL7,2126,251.72883003165202
RNU6-1,2086,246.99263379399153
MIR26B,2084,246.75582398210855
GID4,2079,246.163799452401
NCOA4,2076,245.80858473457644
RPL30,2063,244.2693209573368
MIR19A,1997,236.4545971651971
MIR185,1992,235.86257263548956
B2M,1939,229.5871126205895
PF4,1932,228.75827827899892
MIR142,1926,228.0478488433498
RPL10A,1893,224.14048694727998
LOC110467529,1885,223.1932476997479
RPS13,1881,222.71962807598183
RPL27A,1877,222.24600845221582
TRND,1874,221.89079373439125
RNU6-8,1867,221.0619593928007
MIR29B2,1866,220.94355448685917
ATP5F1E,1865,220.82514958091767
RPS7,1863,220.58833976903466
RNVU1-1,1846,218.57545636802897
SLC25A37,1836,217.39140730861385
RPL35,1823,215.85214353137422
RNU6-5P,1788,211.70797182342136
WDR74,1774,210.05030314024017
CALM1,1773,209.9318982342987
LCP1,1756,207.919014833293
RPS4X,1746,206.7349657738779
RNVU1-19,1714,202.94600878374953
RPS14,1708,202.2355793481005
SNCA,1672,197.9730027342061
EEF1G,1660,196.55214386290794
VIM,1660,196.55214386290794
RPL8,1658,196.31533405102493
RIOK3,1654,195.8417144272589
RNU6-7,1626,192.52637706089658
H4C2,1592,188.50061025888522
TRNT,1589,188.1453955410607
FBXO7,1587,187.90858572917767
MALAT1,1580,187.0797513875871
ALB,1578,186.84294157570406
RPS19,1574,186.36932195193805
MKRN1,1574,186.36932195193805
TRE-CTC1-1,1553,183.8828189271663
PFN1,1535,181.7515306202191
HBG2,1529,181.04110118457004
RPL22,1526,180.6858864667455
MTCO1P12,1508,178.5545981597983
DONSON,1500,177.60735891226625
RPL21P16,1495,177.01533438255868
MIR363,1485,175.83128532314356
EIF1,1483,175.59447551126055
RNY4P11,1480,175.23926079343602
TRG-GCC2-4,1479,175.12085588749449
RNA18SN3,1478,175.00245098155298
EEF2,1462,173.10797248648882
TRE-CTC1-6,1447,171.33189889736616
MIR484,1445,171.09508908548315
RPL14,1443,170.85827927360012
RPL37A,1443,170.85827927360012
TRNI,1427,168.96380077853593
SNORD22,1423,168.4901811547699
CSDE1,1423,168.4901811547699
H4C5,1422,168.37177624882838
LOC124904619,1419,168.01656153100384
FHDC1,1417,167.7797517191208
RNY4P8,1417,167.7797517191208
YWHAZ,1414,167.4245370012963
YJU2,1411,167.06932228347176
ARHGDIB,1410,166.95091737753023
YBX3,1389,164.46441435275852
CA1,1376,162.9251505755189
CCNI,1351,159.96502792698112
RGS18,1341,158.780978867566
PIP4K2A,1337,158.30735924379997
RPS16,1335,158.07054943191693
TRNP,1331,157.59692980815092
NACA,1323,156.6496905606188
MSN,1321,156.4128807487358
RPL28,1314,155.58404640714522
MIR18A,1308,154.87361697149615
MTND1P23,1306,154.6368071596131
VTRNA1-2,1266,149.90061092195268
RPL17P6,1259,149.07177658036213
BTF3,1246,147.53251280312247
TRG-CCC2-1,1245,147.41410789718097
SNORD118,1241,146.94048827341493
RACK1,1239,146.7036784615319
GNAS,1231,145.7564392139998
OST4,1222,144.69079506052623
MBNL1,1212,143.5067460011111
TRIM58,1203,142.44110184763753
RPL18,1191,141.02024297633938
RPS3A,1179,139.59938410504125
GAPDH,1178,139.48097919909975
MYL6,1172,138.77054976345067
SNORD3B-1,1172,138.77054976345067
RPS5,1167,138.1785252337431
RPS28,1163,137.7049056099771
NET1,1160,137.34969089215255
RPS10,1156,136.8760712683865
RPLP0,1152,136.40245164462044
MIR103A2,1139,134.86318786738082
MIR126,1135,134.3895682436148
H4C3,1129,133.6791388079657
TRG-TCC3-1,1127,133.4423289960827
ADIPOR1,1114,131.90306521884304
RPS28P7,1114,131.90306521884304
RNF11,1108,131.192635783194
ZEB1,1101,130.3638014416034
SNORA73B,1095,129.65337200595434
ATAD5,1088,128.8245376643638
ANP32B,1079,127.75889351089018
RPL36,1077,127.52208369900714
RNU6-11P,1063,125.86441501582601
PTP4A2,1060,125.50920029800146
TRNQ,1054,124.7987708623524
MAX,1044,123.6147218029373
MTPN,1040,123.14110217917124
SERF2,1035,122.5490776494637
MIR19B2,1032,122.19386293163916
H2BC4,1032,122.19386293163916
RNY4P5,1032,122.19386293163916
RPSA,1030,121.95705311975614
TRNA,1026,121.4834334959901
NAMPT,1026,121.4834334959901
CCL5,1021,120.89140896628254
RPS25,1021,120.89140896628254
MIR423,1018,120.53619424845802
ARPC5,1014,120.06257462469198
MIR424,1011,119.70735990686744
LOC124904613,1000,118.40490594151082
HMGB1,998,118.1680961296278
CAVIN2,998,118.1680961296278
CYTH3,998,118.1680961296278
RAP1B,997,118.04969122368628
MIR30E,985,116.62883235238816
SEC62,966,114.37913913949946
H4C13,959,113.55030479790888
ND6,954,112.95828026820132
EEF1B2,950,112.48466064443528
H1-2,942,111.53742139690318
TRK-CTT1-2,940,111.30061158502016
FOXO3,935,110.70858705531262
RPL24,927,109.76134780778052
PICALM,926,109.64294290183902
MORC3,922,109.16932327807297
TRV-CAC1-5,918,108.69570365430693
MIR20B,917,108.57729874836542
MIR425,914,108.22208403054088
EIF2AK1,910,107.74846440677484
GYPC,909,107.63005950083334
TPM3,908,107.51165459489182
MICAL2,901,106.68282025330124
SPTBN1,901,106.68282025330124
NPM1,901,106.68282025330124
RPL21P75,900,106.56441534735974
YOD1,899,106.44601044141822
TMSB4XP8,897,106.2092006295352
MIR30D,897,106.2092006295352
MNDA,896,106.09079572359369
CDC42,893,105.73558100576916
VTRNA2-1,893,105.73558100576916
RNY4P2,887,105.02515157012009
MIRLET7A2,879,104.07791232258802
TRR-CCT4-1,879,104.07791232258802
S100A6,876,103.72269760476347
MYL12B,874,103.48588779288046
LYZ,866,102.53864854534837
MIR30C1,866,102.53864854534837
PLEKHA8P1,866,102.53864854534837
SYNPO,866,102.53864854534837
CAP1,865,102.42024363940685
SNORD50A,865,102.42024363940685
ACTG1,865,102.42024363940685
RPL18A,862,102.06502892158232
SH3BGRL,861,101.94662401564081
HSP90AA1,860,101.8282191096993
UBE2D3,855,101.23619457999175
HBD,851,100.7625749562257
ATRX,850,100.64417005028419
PCBP2,843,99.81533570869362
MIR32,843,99.81533570869362
EIF4B,841,99.5785258968106
HSPA8,840,99.46012099086909
PNRC1,835,98.86809646116153
HIPK3,834,98.74969155522001
TUBA1B,828,98.03926211957096
ARHGEF12,824,97.56564249580491
RPL9P8,824,97.56564249580491
OAZ1,822,97.3288326839219
RPL29P4,818,96.85521306015586
MIRLET7D,817,96.73680815421434
BCL2L1,815,96.49999834233131
RPS15,814,96.3815934363898
ALAS2,814,96.3815934363898
RESF1,811,96.02637871856527
FYB1,801,94.84232965915017
UACA,799,94.60551984726715
TRQ-TTG1-1,791,93.65828059973506
ACTR3,778,92.11901682249541
KIAA2026,776,91.8822070106124
CSNK1G3,775,91.76380210467089
RPL36A,764,90.46134813931427
RPL29,760,89.98772851554823
IFITM2,757,89.63251379772369
MYL12A,757,89.63251379772369
SEPTIN7,750,88.80367945613312
STOM,747,88.44846473830857
RPL7A,745,88.21165492642557
MIR223,745,88.21165492642557
TRG-GCC2-5,743,87.97484511454253
MIR191,742,87.85644020860103
H4C8,740,87.61963039671801
MIRLET7A1,737,87.26441567889347
TPM4,729,86.31717643136139
SNORD68,728,86.19877152541987
SRGN,728,86.19877152541987
TRK-CTT2-1,727,86.08036661947837
PRKCB,727,86.08036661947837
TMSB10,723,85.60674699571233
TRV-TAC2-1,721,85.3699371838293
MARCHF8,719,85.13312737194629
PPIA,716,84.77791265412174
GSPT1,708,83.83067340658967
TRK-CTT2-4,706,83.59386359470663
RBM38,703,83.23864887688211
EIF4G2,702,83.12024397094059
DCUN1D1,701,83.00183906499907
RPL17-C18orf32,697,82.52821944123303
SH3BGRL3,693,82.05459981746701
TAGLN2,690,81.69938509964246
RNA5SP370,690,81.69938509964246
STRADB,687,81.34417038181793
CORO1C,686,81.22576547587641
WNK1,683,80.87055075805189
RPL21,682,80.75214585211037
GPX1,682,80.75214585211037
CALM2,681,80.63374094616887
UQCRB,680,80.51533604022735
TRV-CAC1-4,673,79.68650169863679
ARPC2,667,78.97607226298771
WIPF1,667,78.97607226298771
SKP1,666,78.85766735704621
SLC25A39,658,77.91042810951413
TRM-CAT1-1,657,77.79202320357261
CENPF,653,77.31840357980656
FAU,652,77.19999867386505
AHNAK,651,77.08159376792355
TRK-CTT2-3,645,76.37116433227447
GUK1,641,75.89754470850843
UBC,640,75.77913980256692
TRG-TCC2-5,639,75.66073489662541
KIF2A,638,75.5423299906839
MXI1,636,75.30552017880089
PPP1CB,634,75.06871036691786
ATP6,630,74.59509074315181
RABGAP1L,629,74.4766858372103
COX7C,627,74.23987602532729
RPL17P39,624,73.88466130750275
H3-3B,624,73.88466130750275
DEK,624,73.88466130750275
ARPC3,622,73.64785149561972
H1-4,618,73.17423187185368
RPL36AP37,618,73.17423187185368
BPGM,613,72.58220734214613
TSC22D1,610,72.2269926243216
BPTF,609,72.1085877183801
YWHAB,608,71.99018281243858
RPL21P119,607,71.87177790649706
TRG-GCC3-1,606,71.75337300055556
RPL6P27,605,71.63496809461405
COX4I1,596,70.56932394114045
HNRNPA1,589,69.74048959954987
INS-IGF2,586,69.38527488172534
RAB2B,585,69.26686997578383
ZC3H13,581,68.79325035201778
MIR26A2,577,68.31963072825174
RPS18,575,68.08282091636873
TRNF,575,68.08282091636873
IQGAP1,574,67.96441601042721
GLUL,574,67.96441601042721
MIR30B,573,67.8460111044857
RNU4ATAC,572,67.72760619854418
PCMTD1,571,67.60920129260268
H2BC12,570,67.49079638666117
BSG,569,67.37239148071966
CAST,566,67.01717676289512
RSU1,564,66.7803669510121
ARL6IP1,562,66.54355713912908
DDX5,561,66.42515223318756
HBG1,561,66.42515223318756
RBM3,559,66.18834242130455
EIF5B,555,65.7147227975385
TRG-GCC1-4,554,65.596317891597
GYPA,553,65.47791298565548
NSA2,548,64.88588845594793
H2AC20,546,64.6490786440649
H2AC6,546,64.6490786440649
SAMHD1,546,64.6490786440649
PTPN12,545,64.5306737381234
MIR194-2,544,64.4122688321819
EIF3L,544,64.4122688321819
SCLT1,543,64.29386392624038
ERG,543,64.29386392624038
RHOA,542,64.17545902029886
TRNS1,542,64.17545902029886
GNB1,541,64.05705411435736
FECH,541,64.05705411435736
H4C11,539,63.820244302474336
MIR140,537,63.58343449059131
SOD2,537,63.58343449059131
PTBP3,536,63.4650295846498
RAB13,534,63.228219772766785
SNX3,531,62.87300505494224
MIR660,531,62.87300505494224
EVI2B,531,62.87300505494224
ASH1L,529,62.63619524305923
CD52,529,62.63619524305923
EIF3E,529,62.63619524305923
RNF10,529,62.63619524305923
NRGN,528,62.51779033711772
TRG-GCC1-5,527,62.3993854311762
MIRLET7F1,526,62.28098052523469
WAC,523,61.925765807410166
RPS26P25,523,61.925765807410166
ETS1,519,61.45214618364411
RAB11A,519,61.45214618364411
RPL9P7,514,60.86012165393656
RAB7A,511,60.50490693611203
GIMAP4,511,60.50490693611203
SET,509,60.26809712422901
MIR148A,509,60.26809712422901
SNORA73A,508,60.14969221828749
SHOC2,508,60.14969221828749
ZNF436-AS1,507,60.03128731234599
RAC2,506,59.91288240640448
H4C12,504,59.67607259452146
TRG-TCC2-4,504,59.67607259452146
SMCHD1,504,59.67607259452146
DYNLL1,503,59.55766768857994
DYNC1LI2,503,59.55766768857994
TRG-TCC2-6,501,59.32085787669692
MIR26A1,500,59.20245297075541
ANKRD12,499,59.0840480648139
HNRNPC,498,58.96564315887239
SNORD50B,495,58.61042844104785
SMARCA5,495,58.61042844104785
GABARAPL2,494,58.49202353510635
SRSF3,494,58.49202353510635
BTG1,491,58.13680881728181
COTL1,491,58.13680881728181
EIF1B,490,58.0184039113403
ACAP2,490,58.0184039113403
UHMK1,490,58.0184039113403
TFDP1,489,57.89999900539879
SDCBP,487,57.66318919351577
IKZF1,486,57.54478428757426
TOP1,481,56.95275975786671
TOMM7,481,56.95275975786671
EEF1A1P6,479,56.71594994598368
PCGF5,479,56.71594994598368
CAPZA1,477,56.47914013410066
MIR148B,477,56.47914013410066
GLRX5,476,56.36073522815915
FAM13B,475,56.24233032221764
FKBP8,474,56.12392541627612
TMA7,472,55.8871156043931
GNA13,471,55.76871069845159
TRG-GCC1-3,471,55.76871069845159
PCBP1,470,55.65030579251008
EIF3F,470,55.65030579251008
PHC3,469,55.53190088656857
DMTN,468,55.41349598062707
RIPOR2,466,55.17668616874404
LITAF,465,55.05828126280253
SMARCC1,464,54.93987635686102
MIR22,464,54.93987635686102
SPTB,464,54.93987635686102
DDX6,463,54.82147145091951
OSBPL8,463,54.82147145091951
RNY4P1,462,54.703066544978
CFL1,462,54.703066544978
RNU6-3P,459,54.34785182715346
IFI44L,458,54.22944692121196
ZEB2,457,54.11104201527044
ATM,456,53.99263710932893
PTGES3,455,53.87423220338742
H1-3,454,53.75582729744591
NUCKS1,454,53.75582729744591
ERBIN,453,53.637422391504394
TRA-TGC4-1,449,53.16380276773836
RPL9,448,53.04539786179684
MTURN,447,52.92699295585534
EIF3H,447,52.92699295585534
MAN1A2,446,52.80858804991382
HNRNPK,446,52.80858804991382
ARPP19,445,52.69018314397232
XRCC5,445,52.69018314397232
SRP14,441,52.21656352020627
RPL10P16,441,52.21656352020627
NCL,440,52.098158614264754
CTSS,440,52.098158614264754
PLEK,440,52.098158614264754
TRE-TTC4-2,440,52.098158614264754
TRH-GTG1-8,438,51.861348802381734
LAPTM5,435,51.5061340845572
JCAD,434,51.38772917861569
GDI2,431,51.03251446079116
MOB1A,431,51.03251446079116
SESN3,430,50.91410955484965
C11orf58,429,50.79570464890814
ADD3,428,50.67729974296663
MIR324,428,50.67729974296663
STK17B,426,50.44048993108361
PF4V1,424,50.20368011920059
TRK-TTT3-2,424,50.20368011920059
IFITM1,424,50.20368011920059
WASF2,422,49.96687030731756
UTRN,422,49.96687030731756
RAC1,422,49.96687030731756
SLTM,421,49.84846540137605
TRG-TCC2-3,419,49.61165558949303
RNR2,419,49.61165558949303
TAB2,419,49.61165558949303
ATP5MG,418,49.49325068355152
SLC2A1,418,49.49325068355152
ANXA2,417,49.374845777610005
CDK8,416,49.2564408716685
TAX1BP1,414,49.01963105978548
C1orf115,412,48.782821247902454
LRRFIP1,410,48.546011436019434
SPTAN1,410,48.546011436019434
SNORD26,410,48.546011436019434
TRS-GCT3-1,408,48.30920162413641
SNORA16A,407,48.1907967181949
SCARNA5,406,48.07239181225339
UBE2V1,406,48.07239181225339
CCND1,405,47.95398690631188
SEC14L1,405,47.95398690631188
TRNY,404,47.835582000370366
TRG-GCC1-2,402,47.598772188487345
XPO7,400,47.361962376604325
PDCD10,396,46.888342752838284
PNRC2,396,46.888342752838284
TRV-CAC3-1,396,46.888342752838284
PRKAR2B,395,46.769937846896774
SUCO,395,46.769937846896774
F13A1,394,46.65153294095526
H2BC21,394,46.65153294095526
GNAI2,394,46.65153294095526
TRV-TAC1-1,393,46.53312803501375
HSP90AB1,393,46.53312803501375
MIR27A,393,46.53312803501375
PAPOLA,392,46.41472312907224
NEIL3,391,46.296318223130726
DENND4A,391,46.296318223130726
TRE-TTC4-1,390,46.17791331718922
TRG-TCC2-2,389,46.059508411247705
TRNW,389,46.059508411247705
TNS1,388,45.9411035053062
WWTR1,387,45.822698599364685
RN7SL674P,387,45.822698599364685
XRN1,387,45.822698599364685
ZFAND6,387,45.822698599364685
LYN,386,45.704293693423175
SLAIN2,385,45.585888787481665
R3HDM4,384,45.467483881540154
S100A4,384,45.467483881540154
CDC27,384,45.467483881540154
RPL12P16,383,45.349078975598644
SNORD3B-2,383,45.349078975598644
HNRNPA2B1,381,45.11226916371562
PHKB,381,45.11226916371562
CYRIB,378,44.75705444589109
ARHGEF3,375,44.40183972806656
SNORD17,374,44.283434822125045
SERPINB1,374,44.283434822125045
GNG11,374,44.283434822125045
H2AC8,373,44.165029916183535
ZC3H6,372,44.046625010242025
CFLAR,372,44.046625010242025
ANP32A,370,43.809815198359004
CCSER2,369,43.691410292417494
WDR26,369,43.691410292417494
MCL1,366,43.336195574592956
PRRC2C,365,43.21779066865145
CAT,364,43.099385762709936
YPEL5,363,42.980980856768426
GNAI3,363,42.980980856768426
CALM3,363,42.980980856768426
MIR18B,361,42.744171044885405
STMP1,359,42.507361233002385
PCNP,359,42.507361233002385
GRAP2,358,42.38895632706087
SLK,358,42.38895632706087
DIAPH1,357,42.270551421119364
JAZF1,357,42.270551421119364
SERBP1,357,42.270551421119364
UBE2B,357,42.270551421119364
EMC3,356,42.152146515177854
PRDX6,356,42.152146515177854
XPO1,355,42.03374160923634
RPL3P4,354,41.915336703294834
CXCR2P1,353,41.79693179735332
RPS18P5,353,41.79693179735332
ST13,353,41.79693179735332
S100A11,353,41.79693179735332
DDX3X,351,41.560121985470296
KMT2E,350,41.441717079528786
MAP2K3,350,41.441717079528786
DCAF6,349,41.323312173587276
GABARAP,348,41.204907267645766
SCAF11,348,41.204907267645766
TRG-GCC1-1,347,41.086502361704255
TRIP12,347,41.086502361704255
PPP3R1,346,40.968097455762745
PUM2,346,40.968097455762745
KAT2B,345,40.84969254982123
ATP6V0C,345,40.84969254982123
PTGS1,345,40.84969254982123
PPP4R3B,345,40.84969254982123
RASSF3,344,40.731287643879725
SUMO2,344,40.731287643879725
H2BC7,343,40.61288273793821
GIMAP7,343,40.61288273793821
VAPA,343,40.61288273793821
CD74,342,40.4944778319967
SYNE2,341,40.37607292605519
TCP11L2,341,40.37607292605519
RAB8B,341,40.37607292605519
PAK2,341,40.37607292605519
S100A10,340,40.25766802011368
MARCHF6,340,40.25766802011368
PKM,340,40.25766802011368
H3C10,340,40.25766802011368
H2AC19,339,40.13926311417217
JAK1,338,40.020858208230656
FAM107B,337,39.902453302289146
CD48,337,39.902453302289146
MOB1B,337,39.902453302289146
EIF3A,336,39.784048396347636
TALDO1,336,39.784048396347636
RBM39,336,39.784048396347636
ARL4A,336,39.784048396347636
CD36,335,39.665643490406126
UBE2H,335,39.665643490406126
NOP53,334,39.547238584464615
RGS2,334,39.547238584464615
SPECC1,333,39.428833678523105
PPP2R5C,333,39.428833678523105
TFRC,333,39.428833678523105
TRA,333,39.428833678523105
RPL36AL,332,39.31042877258159
RAP1A,332,39.31042877258159
MARF1,332,39.31042877258159
FOXN3,331,39.192023866640085
NIPBL,331,39.192023866640085
UBQLN1,330,39.07361896069857
EIF2A,330,39.07361896069857
CAPZB,330,39.07361896069857
DEFA1B,329,38.955214054757064
TRV-TAC1-2,328,38.83680914881555
MTND4P12,327,38.71840424287404
DEFA1,326,38.59999933693253
USP15,325,38.48159443099102
RNA5SP389,325,38.48159443099102
SMAP2,323,38.244784619107996
ANKRD17,322,38.12637971316648
RB1CC1,322,38.12637971316648
OPA1,321,38.007974807224976
RPL21P28,320,37.88956990128346
RAD21,320,37.88956990128346
RDX,320,37.88956990128346
SUZ12,320,37.88956990128346
NKG7,319,37.77116499534195
H3C2,318,37.652760089400445
LUC7L3,318,37.652760089400445
GNG2,318,37.652760089400445
LASP1,318,37.652760089400445
ELK4,318,37.652760089400445
ASH2L,318,37.652760089400445
C6orf62,317,37.53435518345893
NCF2,317,37.53435518345893
PIM1,317,37.53435518345893
UBAP2,317,37.53435518345893
UBL5,317,37.53435518345893
NUDT3,317,37.53435518345893
SMC4,316,37.415950277517425
ANP32E,316,37.415950277517425
MIR221,315,37.29754537157591
RPL7P9,315,37.29754537157591
MATR3,314,37.1791404656344
TRH-GTG1-6,314,37.1791404656344
TRR-CCG2-1,314,37.1791404656344
CHD9,314,37.1791404656344
PURA,314,37.1791404656344
H2AC11,314,37.1791404656344
CD37,313,37.06073555969289
DYNLRB1,312,36.94233065375138
SEPTIN2,312,36.94233065375138
UBXN7,311,36.82392574780986
CDC42SE2,311,36.82392574780986
GUCD1,310,36.705520841868356
CALCOCO2,310,36.705520841868356
CNBP,310,36.705520841868356
PDS5A,309,36.58711593592684
H2AC18,309,36.58711593592684
TET2,308,36.468711029985336
SKAP2,308,36.468711029985336
IKZF3,308,36.468711029985336
DDB1,308,36.468711029985336
MPP1,308,36.468711029985336
TRT-AGT1-1,307,36.35030612404382
NFE2,307,36.35030612404382
LOC110467535,307,36.35030612404382
GNG5,307,36.35030612404382
CDV3,307,36.35030612404382
STK4,306,36.23190121810231
ARPC1B,306,36.23190121810231
ASAP1,305,36.1134963121608
LPIN2,305,36.1134963121608
CALD1,304,35.99509140621929
KLHL5,304,35.99509140621929
SOD1,304,35.99509140621929
MIR130A,304,35.99509140621929
ISCA1,303,35.87668650027778
SELENBP1,302,35.75828159433627
CELF2,302,35.75828159433627
EIF3J,301,35.63987668839476
GOLGA4,300,35.52147178245325
DYRK1A,300,35.52147178245325
H4C4,299,35.40306687651174
HDGF,299,35.40306687651174
RBM25,299,35.40306687651174
